t,h,hd,alpha,ad,Fy,Mz,W_gust,delta
6.32000000e-05,-6.49179386e-03,1.21002134e-06,-8.76343456e-04,7.66687923e-05,132.963816,-6.643095,0.000002,0.000000
1.89600000e-04,-6.49179347e-03,5.03665506e-06,-8.76333659e-04,7.83774279e-05,132.893046,-6.639527,0.000015,0.000000
3.16000000e-04,-6.49179257e-03,9.09667422e-06,-8.76323528e-04,8.28014638e-05,132.752928,-6.632463,0.000041,0.000000
4.42400000e-04,-6.49179120e-03,1.26199493e-05,-8.76312536e-04,9.14818791e-05,132.547727,-6.622116,0.000081,0.000000
5.68800000e-04,-6.49178941e-03,1.55617787e-05,-8.76300332e-04,1.01903630e-04,132.280477,-6.608638,0.000133,0.000000
6.95200000e-04,-6.49178728e-03,1.79678167e-05,-8.76286706e-04,1.13954006e-04,131.955367,-6.592241,0.000199,0.000000
8.21600000e-04,-6.49178488e-03,1.99671537e-05,-8.76271471e-04,1.27294705e-04,131.580074,-6.573308,0.000278,0.000000
9.79600000e-04,-6.49178155e-03,2.22249619e-05,-8.76250001e-04,1.44170151e-04,131.161576,-6.552191,0.000395,0.000000
1.10600000e-03,-6.49177863e-03,2.40101827e-05,-8.76230965e-04,1.57038445e-04,130.707386,-6.529267,0.000504,0.000000
1.23240000e-03,-6.49177548e-03,2.57945212e-05,-8.76210303e-04,1.69881034e-04,130.225292,-6.504925,0.000625,0.000000
1.35880000e-03,-6.49177211e-03,2.76014307e-05,-8.76188021e-04,1.82615225e-04,129.721619,-6.479484,0.000760,0.000000
1.48520000e-03,-6.49176849e-03,2.95714928e-05,-8.76164165e-04,1.94744520e-04,129.204936,-6.453374,0.000908,0.000000
1.61160000e-03,-6.49176462e-03,3.17145208e-05,-8.76138824e-04,2.06068357e-04,128.683283,-6.426996,0.001069,0.000000
1.73800000e-03,-6.49176047e-03,3.40302429e-05,-8.76112104e-04,2.16594080e-04,128.161411,-6.400590,0.001244,0.000000
1.89600000e-03,-6.49173889e-03,5.42115529e-04,-8.76069954e-04,4.48723973e-04,127.644551,-6.374419,0.001480,0.000000
2.02240000e-03,-6.49160640e-03,1.55420270e-03,-8.75984847e-04,8.97874381e-04,127.136768,-6.348685,0.001684,0.000000
2.14880000e-03,-6.49134601e-03,2.56571221e-03,-8.75842979e-04,1.34683649e-03,126.640832,-6.323529,0.001901,0.000000
2.27520000e-03,-6.49095781e-03,3.57662522e-03,-8.75644377e-04,1.79556549e-03,126.159601,-6.299090,0.002131,0.000000
2.40160000e-03,-6.49044187e-03,4.58692292e-03,-8.75389072e-04,2.24401661e-03,125.692008,-6.275317,0.002375,0.000000
2.52800000e-03,-6.48979826e-03,5.59658653e-03,-8.75077103e-04,2.69214514e-03,125.235593,-6.252087,0.002631,0.000000
2.65440000e-03,-6.48902708e-03,6.60559728e-03,-8.74708513e-04,3.13990642e-03,124.789085,-6.229334,0.002901,0.000000
2.81240000e-03,-6.48789978e-03,7.36078945e-03,-8.74175157e-04,3.47978051e-03,124.348535,-6.206861,0.003257,0.000000
2.93880000e-03,-6.48696952e-03,7.35843406e-03,-8.73734779e-04,3.48815490e-03,123.908931,-6.184416,0.003556,0.000000
3.06520000e-03,-6.48603957e-03,7.35594136e-03,-8.73293366e-04,3.49617189e-03,123.464383,-6.161703,0.003868,0.000000
3.19160000e-03,-6.48510995e-03,7.35331150e-03,-8.72850962e-04,3.50383076e-03,123.006862,-6.138319,0.004194,0.000000
3.31800000e-03,-6.48418066e-03,7.35066151e-03,-8.72407632e-04,3.51067220e-03,122.530411,-6.113966,0.004533,0.000000
3.44440000e-03,-6.48325170e-03,7.34808505e-03,-8.71963512e-04,3.51642454e-03,122.027747,-6.088277,0.004885,0.000000
3.57080000e-03,-6.48232306e-03,7.34550588e-03,-8.71518705e-04,3.52157584e-03,121.491632,-6.060888,0.005250,0.000000
3.72880000e-03,-6.48116274e-03,7.34210191e-03,-8.70961828e-04,3.52731460e-03,120.915129,-6.031453,0.005725,0.000000
3.85520000e-03,-6.48023488e-03,7.33921153e-03,-8.70515719e-04,3.53131431e-03,120.291836,-5.999649,0.006119,0.000000
3.98160000e-03,-6.47930739e-03,7.33618458e-03,-8.70069127e-04,3.53495418e-03,119.616099,-5.965192,0.006527,0.000000
4.10800000e-03,-6.47838029e-03,7.33302119e-03,-8.69622098e-04,3.53823400e-03,118.884685,-5.927918,0.006948,0.000000
4.23440000e-03,-6.47745361e-03,7.32972151e-03,-8.69174677e-04,3.54115355e-03,118.092951,-5.887594,0.007382,0.000000
4.36080000e-03,-6.47652735e-03,7.32628568e-03,-8.68726909e-04,3.54371268e-03,117.238626,-5.844108,0.007829,0.000000
4.48720000e-03,-6.47560153e-03,7.32271384e-03,-8.68278841e-04,3.54591128e-03,116.320765,-5.797409,0.008290,0.000000
4.64520000e-03,-6.47444492e-03,7.31745740e-03,-8.67718339e-04,3.55016647e-03,115.339798,-5.747520,0.008884,0.000000
4.77160000e-03,-6.47352032e-03,7.31237940e-03,-8.67269252e-04,3.55557945e-03,114.297526,-5.694531,0.009374,0.000000
4.89800000e-03,-6.47259636e-03,7.30716666e-03,-8.66819504e-04,3.56062832e-03,113.197094,-5.638597,0.009877,0.000000
5.02440000e-03,-6.47167307e-03,7.30185720e-03,-8.66369147e-04,3.56512455e-03,112.042908,-5.579939,0.010393,0.000000
5.15080000e-03,-6.47075045e-03,7.29653794e-03,-8.65918282e-04,3.56871138e-03,110.840533,-5.518835,0.010923,0.000000
5.27720000e-03,-6.46982851e-03,7.29118426e-03,-8.65466989e-04,3.57194539e-03,109.597681,-5.455671,0.011465,0.000000
5.40360000e-03,-6.46890724e-03,7.28576191e-03,-8.65015312e-04,3.57476696e-03,108.320410,-5.390750,0.012021,0.000000
5.56160000e-03,-6.46774067e-03,7.78414765e-03,-8.64443353e-04,3.79623820e-03,107.016927,-5.324481,0.012734,0.000000
5.68800000e-03,-6.46669326e-03,8.78866764e-03,-8.63935764e-04,4.23515130e-03,105.695931,-5.257301,0.013320,0.000000
5.81440000e-03,-6.46551892e-03,9.79247736e-03,-8.63372729e-04,4.67354602e-03,104.366430,-5.189659,0.013918,0.000000
5.94080000e-03,-6.46421775e-03,1.07955582e-02,-8.62754315e-04,5.11137889e-03,103.037566,-5.122013,0.014530,0.000000
6.06720000e-03,-6.46278984e-03,1.17978915e-02,-8.62080598e-04,5.54860654e-03,101.718421,-5.054816,0.015155,0.000000
6.19360000e-03,-6.46123528e-03,1.27994587e-02,-8.61351655e-04,5.98518566e-03,100.416750,-4.988457,0.015793,0.000000
6.32000000e-03,-6.45955417e-03,1.38002412e-02,-8.60567572e-04,6.42107305e-03,99.142467,-4.923433,0.016444,0.000000
6.47800000e-03,-6.45729096e-03,1.45441881e-02,-8.59516910e-04,6.74828515e-03,97.903557,-4.860141,0.017276,0.000000
6.60440000e-03,-6.45545336e-03,1.45317595e-02,-8.58663854e-04,6.74932683e-03,96.707436,-4.798953,0.017957,0.000000
6.73080000e-03,-6.45361734e-03,1.45190635e-02,-8.57810709e-04,6.74968709e-03,95.560883,-4.740208,0.018651,0.000000
6.85720000e-03,-6.45178295e-03,1.45061141e-02,-8.56957562e-04,6.74932493e-03,94.468506,-4.684138,0.019357,0.000000
6.98360000e-03,-6.44995020e-03,1.44931920e-02,-8.56104548e-04,6.74740571e-03,93.436698,-4.631060,0.020078,0.000000
7.11000000e-03,-6.44811907e-03,1.44803766e-02,-8.55251884e-04,6.74390163e-03,92.469979,-4.581200,0.020811,0.000000
7.23640000e-03,-6.44628955e-03,1.44675892e-02,-8.54399743e-04,6.73915327e-03,91.572139,-4.534748,0.021557,0.000000
7.39440000e-03,-6.44398898e-03,1.49567652e-02,-8.53328638e-04,6.94974082e-03,90.746274,-4.491858,0.022509,0.000000
7.52080000e-03,-6.44203542e-03,1.59537826e-02,-8.52423054e-04,7.37899009e-03,89.994835,-4.452651,0.023285,0.000000
7.64720000e-03,-6.43995590e-03,1.69499581e-02,-8.51463265e-04,7.80741235e-03,89.319690,-4.417221,0.024074,0.000000
7.77360000e-03,-6.43775051e-03,1.79452731e-02,-8.50449377e-04,8.23496539e-03,88.723675,-4.385706,0.024876,0.000000
7.90000000e-03,-6.43541937e-03,1.89397092e-02,-8.49381504e-04,8.66160714e-03,88.206679,-4.358100,0.025691,0.000000
8.02640000e-03,-6.43296259e-03,1.99332482e-02,-8.48259763e-04,9.08729563e-03,87.769387,-4.334439,0.026520,0.000000
8.15280000e-03,-6.43038028e-03,2.09258715e-02,-8.47084277e-04,9.51198904e-03,87.412226,-4.314741,0.027361,0.000000
8.31080000e-03,-6.42699205e-03,2.16591765e-02,-8.45546299e-04,9.82745782e-03,87.135432,-4.299017,0.028432,0.000000
8.43720000e-03,-6.42425568e-03,2.16377768e-02,-8.44304444e-04,9.82197249e-03,86.939123,-4.287272,0.029303,0.000000
