t,h,h_dot,alpha,alpha_dot,delta,W_g,C_L,C_M,F_y,M_z
2.00000000e-03,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,2.20315544e-03,1.26327256e-01,3.00480580e-02,1.23800711e+02,2.94470968e+01
4.00000000e-03,-9.76024003e-06,-9.23401555e-03,2.33284460e-05,2.06775589e-02,0.00000000e+00,8.81174302e-03,8.94943834e-02,1.33799198e-02,8.77044957e+01,1.31123214e+01
6.00000000e-03,-3.65016836e-05,-1.78164645e-02,7.94989318e-05,3.65382586e-02,0.00000000e+00,1.98231269e-02,1.11286401e-01,2.00116598e-02,1.09060673e+02,1.96114266e+01
8.00000000e-03,-8.15454132e-05,-2.71778563e-02,1.70681553e-04,5.41990433e-02,0.00000000e+00,3.52329150e-02,1.08025503e-01,1.72811717e-02,1.05864993e+02,1.69355482e+01
1.00000000e-02,-1.45166538e-04,-3.64693930e-02,2.95096092e-04,7.00614764e-02,0.00000000e+00,5.50349610e-02,1.10135612e-01,1.64081150e-02,1.07932900e+02,1.60799527e+01
1.20000000e-02,-2.27561994e-04,-4.59694291e-02,4.50611863e-04,8.54505510e-02,0.00000000e+00,7.92213669e-02,1.13531597e-01,1.65034738e-02,1.11260965e+02,1.61734044e+01
1.40000000e-02,-3.29184012e-04,-5.56790888e-02,6.36777095e-04,1.00657850e-01,0.00000000e+00,1.07782485e-01,1.15824005e-01,1.62862884e-02,1.13507525e+02,1.59605627e+01
1.60000000e-02,-4.50383558e-04,-6.55465530e-02,8.53048182e-04,1.15572556e-01,0.00000000e+00,1.40706925e-01,1.18168285e-01,1.61921747e-02,1.15804919e+02,1.58683312e+01
1.80000000e-02,-5.91478822e-04,-7.55769052e-02,1.09895967e-03,1.30325804e-01,0.00000000e+00,1.77981554e-01,1.20741237e-01,1.62926622e-02,1.18326412e+02,1.59668090e+01
2.00000000e-02,-7.52795089e-04,-8.57631134e-02,1.37428315e-03,1.44976697e-01,0.00000000e+00,2.19591504e-01,1.23085616e-01,1.63646633e-02,1.20623904e+02,1.60373700e+01
2.20000000e-02,-9.34477485e-04,-9.58686431e-02,1.67844423e-03,1.58994342e-01,0.00000000e+00,2.65520179e-01,1.20297661e-01,1.53921897e-02,1.17891708e+02,1.50843460e+01
2.40000000e-02,-1.13624914e-03,-1.05943389e-01,2.01008466e-03,1.72748182e-01,0.00000000e+00,3.15749260e-01,1.23972439e-01,1.62791357e-02,1.21492990e+02,1.59535530e+01
2.60000000e-02,-1.35834578e-03,-1.16160232e-01,2.36956473e-03,1.86693666e-01,0.00000000e+00,3.70258713e-01,1.25389466e-01,1.63022883e-02,1.22881677e+02,1.59762425e+01
2.80000000e-02,-1.60089520e-03,-1.26384767e-01,2.75660208e-03,2.00253342e-01,0.00000000e+00,4.29026796e-01,1.26090405e-01,1.60166600e-02,1.23568597e+02,1.56963268e+01
3.00000000e-02,-1.86385242e-03,-1.36560671e-01,3.17017587e-03,2.13209750e-01,7.98860612e-03,4.92030069e-01,1.26358092e-01,1.56215171e-02,1.23830930e+02,1.53090867e+01
3.20000000e-02,-2.14712054e-03,-1.46710568e-01,3.60919168e-03,2.25792087e-01,8.02836841e-02,5.59243403e-01,1.27753693e-01,1.58535061e-02,1.25198620e+02,1.55364360e+01
3.40000000e-02,-2.45068196e-03,-1.56841367e-01,4.07317656e-03,2.38122982e-01,1.52578762e-01,6.30639990e-01,1.28348468e-01,1.57515154e-02,1.25781499e+02,1.54364851e+01
3.60000000e-02,-2.77444447e-03,-1.66909857e-01,4.56140520e-03,2.50036305e-01,2.24873840e-01,7.06191351e-01,1.28899518e-01,1.56696016e-02,1.26321528e+02,1.53562096e+01
3.80000000e-02,-3.11827054e-03,-1.76902073e-01,5.07303654e-03,2.61521814e-01,2.97168918e-01,7.85867354e-01,1.29332063e-01,1.55797152e-02,1.26745422e+02,1.52681209e+01
4.00000000e-02,-3.48199001e-03,-1.86800174e-01,5.60718735e-03,2.72549727e-01,3.69463996e-01,8.69636218e-01,1.29628943e-01,1.54676465e-02,1.27036364e+02,1.51582935e+01
4.20000000e-02,-3.86531243e-03,-1.96460086e-01,6.16254980e-03,2.82549295e-01,4.41759074e-01,9.57464531e-01,1.26855707e-01,1.42104043e-02,1.24318593e+02,1.39261962e+01
4.40000000e-02,-4.26770586e-03,-2.05933260e-01,6.73695647e-03,2.91906802e-01,5.14054152e-01,1.04931726e+00,1.28511551e-01,1.49367401e-02,1.25941320e+02,1.46380053e+01
4.60000000e-02,-4.68901719e-03,-2.15364020e-01,7.33022949e-03,3.01343035e-01,5.86349230e-01,1.14515778e+00,1.29265351e-01,1.52193222e-02,1.26680044e+02,1.49149358e+01
4.80000000e-02,-5.12905417e-03,-2.24633141e-01,7.94196816e-03,3.10238670e-01,6.58644308e-01,1.24494785e+00,1.28288587e-01,1.46722430e-02,1.25722815e+02,1.43787982e+01
5.00000000e-02,-5.58741006e-03,-2.33692727e-01,8.57070109e-03,3.18409757e-01,7.30939386e-01,1.34864767e+00,1.28073682e-01,1.45933146e-02,1.25512208e+02,1.43014483e+01
5.20000000e-02,-6.06370124e-03,-2.42566553e-01,9.21526250e-03,3.26063870e-01,8.03234464e-01,1.45621589e+00,1.27799582e-01,1.45047559e-02,1.25243590e+02,1.42146608e+01
5.40000000e-02,-6.55754548e-03,-2.51244214e-01,9.87460073e-03,3.33184280e-01,8.75529542e-01,1.56760959e+00,1.27485673e-01,1.44120396e-02,1.24935960e+02,1.41237988e+01
5.60000000e-02,-7.06854053e-03,-2.59715546e-01,1.05476320e-02,3.39753261e-01,9.47824620e-01,1.68278435e+00,1.27114885e-01,1.43060583e-02,1.24572588e+02,1.40199371e+01
