t,h,hd,alpha,ad,Fy,Mz,W_gust,delta
6.32000000e-05,-6.49179386e-03,1.21002118e-06,-8.76343456e-04,7.66687924e-05,132.963911,-6.643093,0.000001,0.000000
1.89600000e-04,-6.49179347e-03,5.03665228e-06,-8.76333659e-04,7.83774306e-05,132.893142,-6.639526,0.000007,0.000000
3.16000000e-04,-6.49179257e-03,9.09666165e-06,-8.76323528e-04,8.28014757e-05,132.753026,-6.632462,0.000018,0.000000
4.42400000e-04,-6.49179120e-03,1.26199136e-05,-8.76312536e-04,9.14819124e-05,132.547827,-6.622114,0.000036,0.000000
5.68800000e-04,-6.49178941e-03,1.55616997e-05,-8.76300332e-04,1.01903702e-04,132.280582,-6.608636,0.000060,0.000000
6.95200000e-04,-6.49178728e-03,1.79676677e-05,-8.76286706e-04,1.13954139e-04,131.955476,-6.592239,0.000089,0.000000
8.21600000e-04,-6.49178488e-03,1.99669008e-05,-8.76271471e-04,1.27294925e-04,131.580189,-6.573307,0.000124,0.000000
9.79600000e-04,-6.49178155e-03,2.22244570e-05,-8.76250001e-04,1.44170572e-04,131.161697,-6.552190,0.000177,0.000000
1.10600000e-03,-6.49177863e-03,2.40093574e-05,-8.76230964e-04,1.57039113e-04,130.707515,-6.529265,0.000225,0.000000
1.23240000e-03,-6.49177548e-03,2.57933758e-05,-8.76210303e-04,1.69881948e-04,130.225430,-6.504923,0.000280,0.000000
1.35880000e-03,-6.49177211e-03,2.75999566e-05,-8.76188021e-04,1.82616392e-04,129.721766,-6.479482,0.000340,0.000000
1.48520000e-03,-6.49176850e-03,2.95696283e-05,-8.76164164e-04,1.94745980e-04,129.205093,-6.453372,0.000406,0.000000
1.61160000e-03,-6.49176462e-03,3.17121892e-05,-8.76138824e-04,2.06070156e-04,128.683451,-6.426994,0.000478,0.000000
1.73800000e-03,-6.49176047e-03,3.40273619e-05,-8.76112103e-04,2.16596266e-04,128.161592,-6.400588,0.000556,0.000000
1.89600000e-03,-6.49173889e-03,5.42112192e-04,-8.76069952e-04,4.48726472e-04,127.644745,-6.374417,0.000662,0.000000
2.02240000e-03,-6.49160640e-03,1.55419937e-03,-8.75984845e-04,8.97876877e-04,127.136976,-6.348683,0.000753,0.000000
2.14880000e-03,-6.49134602e-03,2.56570888e-03,-8.75842977e-04,1.34683898e-03,126.641054,-6.323527,0.000850,0.000000
2.27520000e-03,-6.49095782e-03,3.57662189e-03,-8.75644374e-04,1.79556798e-03,126.159839,-6.299088,0.000953,0.000000
2.40160000e-03,-6.49044187e-03,4.58691960e-03,-8.75389069e-04,2.24401910e-03,125.692261,-6.275315,0.001061,0.000000
2.52800000e-03,-6.48979827e-03,5.59658321e-03,-8.75077100e-04,2.69214762e-03,125.235863,-6.252085,0.001176,0.000000
2.65440000e-03,-6.48902708e-03,6.60559396e-03,-8.74708510e-04,3.13990889e-03,124.789373,-6.229332,0.001297,0.000000
2.81240000e-03,-6.48789978e-03,7.36078502e-03,-8.74175153e-04,3.47978363e-03,124.348841,-6.206859,0.001456,0.000000
2.93880000e-03,-6.48696953e-03,7.35842739e-03,-8.73734775e-04,3.48815932e-03,123.909256,-6.184414,0.001589,0.000000
3.06520000e-03,-6.48603958e-03,7.35593246e-03,-8.73293361e-04,3.49617762e-03,123.464727,-6.161700,0.001729,0.000000
3.19160000e-03,-6.48510995e-03,7.35330037e-03,-8.72850957e-04,3.50383779e-03,123.007226,-6.138317,0.001875,0.000000
3.31800000e-03,-6.48418067e-03,7.35064806e-03,-8.72407626e-04,3.51068057e-03,122.530796,-6.113964,0.002026,0.000000
3.44440000e-03,-6.48325171e-03,7.34806908e-03,-8.71963504e-04,3.51643432e-03,122.028153,-6.088275,0.002183,0.000000
3.57080000e-03,-6.48232307e-03,7.34548722e-03,-8.71518696e-04,3.52158710e-03,121.492060,-6.060887,0.002346,0.000000
3.72880000e-03,-6.48116275e-03,7.34207971e-03,-8.70961817e-04,3.52732780e-03,120.915579,-6.031451,0.002559,0.000000
3.85520000e-03,-6.48023490e-03,7.33918632e-03,-8.70515706e-04,3.53132913e-03,120.292308,-5.999647,0.002735,0.000000
3.98160000e-03,-6.47930741e-03,7.33615637e-03,-8.70069112e-04,3.53497062e-03,119.616595,-5.965191,0.002917,0.000000
4.10800000e-03,-6.47838032e-03,7.33298998e-03,-8.69622081e-04,3.53825205e-03,118.885205,-5.927917,0.003106,0.000000
4.23440000e-03,-6.47745364e-03,7.32968731e-03,-8.69174657e-04,3.54117321e-03,118.093496,-5.887594,0.003300,0.000000
4.36080000e-03,-6.47652738e-03,7.32624848e-03,-8.68726888e-04,3.54373395e-03,117.239195,-5.844107,0.003499,0.000000
4.48720000e-03,-6.47560157e-03,7.32267366e-03,-8.68278817e-04,3.54593415e-03,116.321361,-5.797409,0.003705,0.000000
4.64520000e-03,-6.47444497e-03,7.31741204e-03,-8.67718311e-04,3.55019176e-03,115.340419,-5.747521,0.003971,0.000000
4.77160000e-03,-6.47352037e-03,7.31232819e-03,-8.67269220e-04,3.55560717e-03,114.298174,-5.694532,0.004190,0.000000
4.89800000e-03,-6.47259642e-03,7.30710958e-03,-8.66819469e-04,3.56065847e-03,113.197770,-5.638599,0.004415,0.000000
5.02440000e-03,-6.47167314e-03,7.30179419e-03,-8.66369107e-04,3.56515713e-03,112.043612,-5.579942,0.004645,0.000000
5.15080000e-03,-6.47075053e-03,7.29646869e-03,-8.65918238e-04,3.56874642e-03,110.841266,-5.518839,0.004882,0.000000
5.27720000e-03,-6.46982859e-03,7.29110842e-03,-8.65466941e-04,3.57198295e-03,109.598443,-5.455675,0.005125,0.000000
5.40360000e-03,-6.46890734e-03,7.28567911e-03,-8.65015259e-04,3.57480708e-03,108.321204,-5.390754,0.005373,0.000000
5.56160000e-03,-6.46774078e-03,7.78405954e-03,-8.64443293e-04,3.79628022e-03,107.017752,-5.324487,0.005692,0.000000
5.68800000e-03,-6.46669338e-03,8.78857959e-03,-8.63935699e-04,4.23519321e-03,105.696788,-5.257307,0.005953,0.000000
5.81440000e-03,-6.46551905e-03,9.79238938e-03,-8.63372658e-04,4.67358782e-03,104.367322,-5.189667,0.006221,0.000000
5.94080000e-03,-6.46421789e-03,1.07954703e-02,-8.62754240e-04,5.11142058e-03,103.038492,-5.122021,0.006494,0.000000
