W0,T_g,controller,peak_CL,peak_CL2,peak_CM,peak_h_ddot,amp_h,peak_alpha_deg,RMS_delta,peak_ddelta,peak_delta
60.0,0.5,open_loop,0.4950807759384108,0.0,0.1175999303491556,4.345929020822643,0.02214593025080585,2.000609533444755,0.0,0.0,0.0
60.0,0.5,lqr_base,0.48187090521322085,0.38857069981785297,0.07390878725840509,3.4202861648240916,0.01794546079008648,1.525882152031542,17.92314301235752,523.0419564541667,20.0
60.0,0.5,lqr_opt,0.45851696414311083,0.3907855301756835,0.08325848245690674,3.5825910754539843,0.019163673085005745,1.4584383096310272,18.159954847308832,982.0704324809396,20.0
60.0,0.75,open_loop,0.5147261468055528,0.0,0.12424259873930195,4.373316114410973,0.019564138894970433,1.9796182338503199,0.0,0.0,0.0
60.0,0.75,lqr_base,0.47877514980003877,0.30985228359833333,0.08655560070439025,3.70778081499343,0.013418267495315932,1.4417993698210938,18.57755339449699,1091.3253422045486,20.0
60.0,0.75,lqr_opt,0.45389416002135663,0.3432186994394111,0.06251174302542446,3.074928805063246,0.0111969282091928,1.4868712154955375,17.82226341425841,585.5769563135118,20.0
