t,W_gust,delta,l1_vx,l1_vy,l1_p,l1_vx_near,l1_p_surf,l1_combined,l5_vx,l5_vy,l5_p,l5_vx_near,l5_p_surf,l5_combined,l10_vx,l10_vy,l10_p,l10_vx_near,l10_p_surf,l10_combined
2.395797e+00,0.000000e+00,0.000000e+00,1.082102e-01,1.962429e-02,1.908078e-02,1.383418e-01,1.397512e-02,1.103313e-02,1.169205e-01,2.410995e-02,2.102024e-02,1.457291e-01,1.575942e-02,1.215407e-02,1.181213e-01,2.650858e-02,2.075315e-02,1.473914e-01,1.854800e-02,1.200062e-02
2.415930e+00,0.000000e+00,0.000000e+00,1.082105e-01,1.962445e-02,1.908172e-02,1.383420e-01,1.398829e-02,1.103368e-02,1.169194e-01,2.411053e-02,2.102217e-02,1.457271e-01,1.575717e-02,1.215518e-02,1.181206e-01,2.650922e-02,2.075084e-02,1.473904e-01,1.853174e-02,1.199929e-02
2.436063e+00,0.000000e+00,0.000000e+00,1.082119e-01,1.962623e-02,1.908351e-02,1.383436e-01,1.398807e-02,1.103471e-02,1.169203e-01,2.411424e-02,2.102496e-02,1.457277e-01,1.575976e-02,1.215679e-02,1.181214e-01,2.651217e-02,2.075084e-02,1.473915e-01,1.852244e-02,1.199930e-02
2.456196e+00,0.000000e+00,0.000000e+00,1.082126e-01,1.962864e-02,1.908848e-02,1.383445e-01,1.397349e-02,1.103758e-02,1.169208e-01,2.411807e-02,2.102981e-02,1.457287e-01,1.576236e-02,1.215959e-02,1.181217e-01,2.651652e-02,2.075600e-02,1.473922e-01,1.851714e-02,1.200227e-02
2.476328e+00,0.000000e+00,0.000000e+00,1.082123e-01,1.963079e-02,1.909133e-02,1.383443e-01,1.395484e-02,1.103922e-02,1.169217e-01,2.412181e-02,2.103195e-02,1.457299e-01,1.576779e-02,1.216082e-02,1.181224e-01,2.652022e-02,2.076092e-02,1.473929e-01,1.852492e-02,1.200511e-02
2.496461e+00,0.000000e+00,0.000000e+00,1.082113e-01,1.963118e-02,1.909262e-02,1.383431e-01,1.393820e-02,1.103996e-02,1.169219e-01,2.412224e-02,2.103261e-02,1.457306e-01,1.576926e-02,1.216120e-02,1.181222e-01,2.652061e-02,2.076470e-02,1.473931e-01,1.853540e-02,1.200729e-02
2.516594e+00,0.000000e+00,0.000000e+00,1.082101e-01,1.963047e-02,1.909091e-02,1.383416e-01,1.393408e-02,1.103897e-02,1.169216e-01,2.412065e-02,2.103051e-02,1.457306e-01,1.577028e-02,1.215999e-02,1.181219e-01,2.651879e-02,2.076503e-02,1.473926e-01,1.854838e-02,1.200747e-02
2.536727e+00,0.000000e+00,0.000000e+00,1.082100e-01,1.962887e-02,1.908768e-02,1.383410e-01,1.394358e-02,1.103712e-02,1.169216e-01,2.411728e-02,2.102706e-02,1.457301e-01,1.576913e-02,1.215800e-02,1.181216e-01,2.651544e-02,2.076206e-02,1.473921e-01,1.855347e-02,1.200577e-02
2.556859e+00,0.000000e+00,0.000000e+00,1.082094e-01,1.962634e-02,1.908474e-02,1.383405e-01,1.395549e-02,1.103542e-02,1.169203e-01,2.411311e-02,2.102439e-02,1.457287e-01,1.576147e-02,1.215646e-02,1.181209e-01,2.651197e-02,2.075760e-02,1.473909e-01,1.854565e-02,1.200319e-02
2.576992e+00,0.000000e+00,0.000000e+00,1.082102e-01,1.962470e-02,1.908259e-02,1.383417e-01,1.396814e-02,1.103418e-02,1.169200e-01,2.411024e-02,2.102249e-02,1.457286e-01,1.575558e-02,1.215537e-02,1.181213e-01,2.650996e-02,2.075317e-02,1.473914e-01,1.853323e-02,1.200064e-02
2.597125e+00,0.000000e+00,0.000000e+00,1.082100e-01,1.962503e-02,1.908267e-02,1.383417e-01,1.397946e-02,1.103422e-02,1.169191e-01,2.411180e-02,2.102369e-02,1.457274e-01,1.575669e-02,1.215606e-02,1.181204e-01,2.651105e-02,2.075099e-02,1.473908e-01,1.852510e-02,1.199938e-02
2.617258e+00,0.000000e+00,0.000000e+00,1.082110e-01,1.962677e-02,1.908583e-02,1.383427e-01,1.397800e-02,1.103604e-02,1.169199e-01,2.411496e-02,2.102770e-02,1.457277e-01,1.575808e-02,1.215837e-02,1.181212e-01,2.651373e-02,2.075278e-02,1.473913e-01,1.851653e-02,1.200042e-02
2.637390e+00,0.000000e+00,0.000000e+00,1.082116e-01,1.962866e-02,1.908904e-02,1.383432e-01,1.396776e-02,1.103790e-02,1.169207e-01,2.411844e-02,2.103072e-02,1.457283e-01,1.576172e-02,1.216011e-02,1.181215e-01,2.651695e-02,2.075643e-02,1.473917e-01,1.851588e-02,1.200252e-02
2.657523e+00,0.000000e+00,0.000000e+00,1.082111e-01,1.962967e-02,1.908992e-02,1.383428e-01,1.395299e-02,1.103841e-02,1.169210e-01,2.412050e-02,2.103108e-02,1.457292e-01,1.576438e-02,1.216032e-02,1.181217e-01,2.651875e-02,2.075901e-02,1.473923e-01,1.852163e-02,1.200401e-02
2.677656e+00,0.000000e+00,0.000000e+00,1.082103e-01,1.963008e-02,1.909041e-02,1.383417e-01,1.394491e-02,1.103868e-02,1.169209e-01,2.412118e-02,2.103121e-02,1.457291e-01,1.576800e-02,1.216039e-02,1.181212e-01,2.651918e-02,2.076137e-02,1.473919e-01,1.853262e-02,1.200537e-02
2.697789e+00,0.000000e+00,0.000000e+00,1.082098e-01,1.962968e-02,1.908962e-02,1.383408e-01,1.394226e-02,1.103823e-02,1.169209e-01,2.411974e-02,2.103016e-02,1.457290e-01,1.576714e-02,1.215979e-02,1.181214e-01,2.651799e-02,2.076161e-02,1.473916e-01,1.853808e-02,1.200550e-02
2.717921e+00,0.000000e+00,0.000000e+00,1.082095e-01,1.962802e-02,1.908768e-02,1.383402e-01,1.394727e-02,1.103711e-02,1.169207e-01,2.411669e-02,2.102817e-02,1.457285e-01,1.576384e-02,1.215864e-02,1.181211e-01,2.651514e-02,2.075967e-02,1.473911e-01,1.853941e-02,1.200439e-02
2.738054e+00,0.000000e+00,0.000000e+00,1.082097e-01,1.962670e-02,1.908462e-02,1.383409e-01,1.395886e-02,1.103535e-02,1.169205e-01,2.411456e-02,2.102541e-02,1.457289e-01,1.576204e-02,1.215705e-02,1.181212e-01,2.651315e-02,2.075566e-02,1.473917e-01,1.853697e-02,1.200208e-02
2.758187e+00,0.000000e+00,0.000000e+00,1.082110e-01,1.962586e-02,1.908320e-02,1.383424e-01,1.396722e-02,1.103453e-02,1.169213e-01,2.411326e-02,2.102415e-02,1.457294e-01,1.575704e-02,1.215633e-02,1.181224e-01,2.651210e-02,2.075232e-02,1.473926e-01,1.852626e-02,1.200015e-02
2.778320e+00,0.000000e+00,0.000000e+00,1.082108e-01,1.962648e-02,1.908468e-02,1.383426e-01,1.397483e-02,1.103538e-02,1.169206e-01,2.411484e-02,2.102680e-02,1.457289e-01,1.575837e-02,1.215786e-02,1.181216e-01,2.651327e-02,2.075221e-02,1.473923e-01,1.852008e-02,1.200009e-02
2.798452e+00,0.000000e+00,0.000000e+00,1.082112e-01,1.962719e-02,1.908538e-02,1.383428e-01,1.397153e-02,1.103579e-02,1.169207e-01,2.411603e-02,2.102727e-02,1.457287e-01,1.575868e-02,1.215812e-02,1.181219e-01,2.651469e-02,2.075234e-02,1.473921e-01,1.851466e-02,1.200016e-02
2.818585e+00,0.000000e+00,0.000000e+00,1.082107e-01,1.962836e-02,1.908827e-02,1.383426e-01,1.396245e-02,1.103745e-02,1.169204e-01,2.411818e-02,2.103032e-02,1.457288e-01,1.575930e-02,1.215988e-02,1.181213e-01,2.651691e-02,2.075517e-02,1.473921e-01,1.851179e-02,1.200179e-02
2.838718e+00,0.000000e+00,0.000000e+00,1.082108e-01,1.962922e-02,1.908993e-02,1.383424e-01,1.395356e-02,1.103841e-02,1.169210e-01,2.411984e-02,2.103185e-02,1.457291e-01,1.576211e-02,1.216076e-02,1.181218e-01,2.651832e-02,2.075803e-02,1.473923e-01,1.851692e-02,1.200344e-02
2.858851e+00,0.000000e+00,0.000000e+00,1.082104e-01,1.962953e-02,1.908953e-02,1.383418e-01,1.394797e-02,1.103818e-02,1.169212e-01,2.411983e-02,2.103085e-02,1.457294e-01,1.576450e-02,1.216019e-02,1.181218e-01,2.651849e-02,2.075904e-02,1.473923e-01,1.852424e-02,1.200402e-02
2.878983e+00,0.000000e+00,0.000000e+00,1.082110e-01,1.962888e-02,1.908853e-02,1.383425e-01,1.394705e-02,1.103760e-02,1.169222e-01,2.411859e-02,2.102982e-02,1.457308e-01,1.576415e-02,1.215959e-02,1.181228e-01,2.651710e-02,2.075866e-02,1.473937e-01,1.852850e-02,1.200380e-02
2.899116e+00,0.000000e+00,0.000000e+00,1.082099e-01,1.962804e-02,1.908707e-02,1.383411e-01,1.395190e-02,1.103676e-02,1.169209e-01,2.411734e-02,2.102861e-02,1.457292e-01,1.576254e-02,1.215890e-02,1.181215e-01,2.651567e-02,2.075705e-02,1.473921e-01,1.852958e-02,1.200287e-02
2.919249e+00,0.000000e+00,0.000000e+00,1.082101e-01,1.962681e-02,1.908530e-02,1.383414e-01,1.395885e-02,1.103574e-02,1.169210e-01,2.411541e-02,2.102689e-02,1.457292e-01,1.575910e-02,1.215790e-02,1.181218e-01,2.651395e-02,2.075444e-02,1.473922e-01,1.852571e-02,1.200137e-02
2.939382e+00,0.000000e+00,0.000000e+00,1.082103e-01,1.962594e-02,1.908464e-02,1.383416e-01,1.396595e-02,1.103536e-02,1.169210e-01,2.411410e-02,2.102678e-02,1.457289e-01,1.575760e-02,1.215784e-02,1.181224e-01,2.651296e-02,2.075239e-02,1.473922e-01,1.851897e-02,1.200019e-02
2.959514e+00,0.000000e+00,0.000000e+00,1.082111e-01,1.962692e-02,1.908543e-02,1.383428e-01,1.396952e-02,1.103581e-02,1.169216e-01,2.411590e-02,2.102814e-02,1.457298e-01,1.575745e-02,1.215863e-02,1.181226e-01,2.651432e-02,2.075208e-02,1.473931e-01,1.851361e-02,1.200001e-02
2.979647e+00,0.000000e+00,0.000000e+00,1.082108e-01,1.962703e-02,1.908642e-02,1.383422e-01,1.396642e-02,1.103639e-02,1.169209e-01,2.411559e-02,2.102867e-02,1.457287e-01,1.575727e-02,1.215893e-02,1.181221e-01,2.651510e-02,2.075245e-02,1.473920e-01,1.850754e-02,1.200022e-02
2.999780e+00,0.000000e+00,0.000000e+00,1.082101e-01,1.962784e-02,1.909034e-02,1.383416e-01,1.395865e-02,1.103865e-02,1.169201e-01,2.411716e-02,2.103281e-02,1.457282e-01,1.576123e-02,1.216132e-02,1.181211e-01,2.651673e-02,2.075668e-02,1.473915e-01,1.850514e-02,1.200266e-02
