sim,d_s,field,region,time_window,nrmse,n_nodes,n_times,rmse,denom,denom_type
sim_Cc_060,5,vx,all,peak,1.235245e-01,11075,20,2.593437e+01,2.099532e+02,global_range_vx
sim_Cc_060,5,vx,all,decay,1.177802e-01,11075,53,2.472832e+01,2.099532e+02,global_range_vx
sim_Cc_060,5,vx,all,quiescent,1.169212e-01,11075,67,2.454797e+01,2.099532e+02,global_range_vx
sim_Cc_060,5,vx,near,all,1.482192e-01,6283,150,3.111909e+01,2.099532e+02,global_range_vx
sim_Cc_060,5,vx,near,excitation,1.560967e-01,6283,30,3.277301e+01,2.099532e+02,global_range_vx
sim_Cc_060,5,vx,near,peak,1.542326e-01,6283,20,3.238163e+01,2.099532e+02,global_range_vx
sim_Cc_060,5,vx,near,decay,1.467550e-01,6283,53,3.081169e+01,2.099532e+02,global_range_vx
sim_Cc_060,5,vx,near,quiescent,1.457297e-01,6283,67,3.059642e+01,2.099532e+02,global_range_vx
sim_Cc_060,5,vx,wake,all,1.557979e-02,2234,150,3.271026e+00,2.099532e+02,global_range_vx
sim_Cc_060,5,vx,wake,excitation,2.270383e-02,2234,30,4.766742e+00,2.099532e+02,global_range_vx
sim_Cc_060,5,vx,wake,peak,1.841849e-02,2234,20,3.867022e+00,2.099532e+02,global_range_vx
sim_Cc_060,5,vx,wake,decay,1.431018e-02,2234,53,3.004469e+00,2.099532e+02,global_range_vx
sim_Cc_060,5,vx,wake,quiescent,1.227310e-02,2234,67,2.576777e+00,2.099532e+02,global_range_vx
sim_Cc_060,5,vx,far,all,8.383925e-02,2558,150,1.760232e+01,2.099532e+02,global_range_vx
sim_Cc_060,5,vx,far,excitation,8.611919e-02,2558,30,1.808100e+01,2.099532e+02,global_range_vx
sim_Cc_060,5,vx,far,peak,8.566031e-02,2558,20,1.798466e+01,2.099532e+02,global_range_vx
sim_Cc_060,5,vx,far,decay,8.355732e-02,2558,53,1.754313e+01,2.099532e+02,global_range_vx
sim_Cc_060,5,vx,far,quiescent,8.302317e-02,2558,67,1.743098e+01,2.099532e+02,global_range_vx
sim_Cc_060,5,vx,surface,all,5.129927e-02,387,150,1.077045e+01,2.099532e+02,global_range_vx
sim_Cc_060,5,vx,surface,excitation,7.706079e-02,387,30,1.617916e+01,2.099532e+02,global_range_vx
sim_Cc_060,5,vx,surface,peak,7.004867e-02,387,20,1.470694e+01,2.099532e+02,global_range_vx
sim_Cc_060,5,vx,surface,decay,4.517245e-02,387,53,9.484099e+00,2.099532e+02,global_range_vx
sim_Cc_060,5,vx,surface,quiescent,4.023109e-02,387,67,8.446646e+00,2.099532e+02,global_range_vx
sim_Cc_060,5,vy,all,all,2.887808e-02,11075,150,6.324148e+00,2.189948e+02,global_range_vy
sim_Cc_060,5,vy,all,excitation,4.055374e-02,11075,30,8.881057e+00,2.189948e+02,global_range_vy
sim_Cc_060,5,vy,all,peak,3.909364e-02,11075,20,8.561302e+00,2.189948e+02,global_range_vy
sim_Cc_060,5,vy,all,decay,2.634612e-02,11075,53,5.769663e+00,2.189948e+02,global_range_vy
sim_Cc_060,5,vy,all,quiescent,2.411573e-02,11075,67,5.281218e+00,2.189948e+02,global_range_vy
sim_Cc_060,5,vy,near,all,3.435262e-02,6283,150,7.523045e+00,2.189948e+02,global_range_vy
sim_Cc_060,5,vy,near,excitation,4.461124e-02,6283,30,9.769629e+00,2.189948e+02,global_range_vy
sim_Cc_060,5,vy,near,peak,4.362303e-02,6283,20,9.553215e+00,2.189948e+02,global_range_vy
sim_Cc_060,5,vy,near,decay,3.239719e-02,6283,53,7.094815e+00,2.189948e+02,global_range_vy
sim_Cc_060,5,vy,near,quiescent,3.034205e-02,6283,67,6.644751e+00,2.189948e+02,global_range_vy
sim_Cc_060,5,vy,wake,all,1.619025e-02,2234,150,3.545579e+00,2.189948e+02,global_range_vy
sim_Cc_060,5,vy,wake,excitation,2.858290e-02,2234,30,6.259506e+00,2.189948e+02,global_range_vy
sim_Cc_060,5,vy,wake,peak,2.410929e-02,2234,20,5.279807e+00,2.189948e+02,global_range_vy
sim_Cc_060,5,vy,wake,decay,1.291820e-02,2234,53,2.829019e+00,2.189948e+02,global_range_vy
sim_Cc_060,5,vy,wake,quiescent,9.435167e-03,2234,67,2.066252e+00,2.189948e+02,global_range_vy
sim_Cc_060,5,vy,far,all,2.197939e-02,2558,150,4.813370e+00,2.189948e+02,global_range_vy
sim_Cc_060,5,vy,far,excitation,3.896972e-02,2558,30,8.534164e+00,2.189948e+02,global_range_vy
sim_Cc_060,5,vy,far,peak,3.788372e-02,2558,20,8.296336e+00,2.189948e+02,global_range_vy
sim_Cc_060,5,vy,far,decay,1.677767e-02,2558,53,3.674221e+00,2.189948e+02,global_range_vy
sim_Cc_060,5,vy,far,quiescent,1.337511e-02,2558,67,2.929079e+00,2.189948e+02,global_range_vy
sim_Cc_060,5,vy,surface,all,3.349794e-02,387,150,7.335874e+00,2.189948e+02,global_range_vy
sim_Cc_060,5,vy,surface,excitation,4.749010e-02,387,30,1.040008e+01,2.189948e+02,global_range_vy
sim_Cc_060,5,vy,surface,peak,4.725235e-02,387,20,1.034802e+01,2.189948e+02,global_range_vy
sim_Cc_060,5,vy,surface,decay,3.025818e-02,387,53,6.626382e+00,2.189948e+02,global_range_vy
sim_Cc_060,5,vy,surface,quiescent,2.789452e-02,387,67,6.108753e+00,2.189948e+02,global_range_vy
sim_Cc_060,5,p,all,all,2.843532e-02,11075,150,6.229149e+02,2.190638e+04,global_range_p
sim_Cc_060,5,p,all,excitation,4.377117e-02,11075,30,9.588680e+02,2.190638e+04,global_range_p
sim_Cc_060,5,p,all,peak,4.663775e-02,11075,20,1.021665e+03,2.190638e+04,global_range_p
sim_Cc_060,5,p,all,decay,2.539739e-02,11075,53,5.563649e+02,2.190638e+04,global_range_p
sim_Cc_060,5,p,all,quiescent,2.102634e-02,11075,67,4.606111e+02,2.190638e+04,global_range_p
sim_Cc_060,5,p,near,all,3.559910e-02,6283,150,7.798476e+02,2.190638e+04,global_range_p
sim_Cc_060,5,p,near,excitation,5.453066e-02,6283,30,1.194569e+03,2.190638e+04,global_range_p
sim_Cc_060,5,p,near,peak,5.725147e-02,6283,20,1.254173e+03,2.190638e+04,global_range_p
sim_Cc_060,5,p,near,decay,3.131153e-02,6283,53,6.859224e+02,2.190638e+04,global_range_p
sim_Cc_060,5,p,near,quiescent,2.702260e-02,6283,67,5.919674e+02,2.190638e+04,global_range_p
sim_Cc_060,5,p,wake,all,1.282889e-02,2234,150,2.810346e+02,2.190638e+04,global_range_p
sim_Cc_060,5,p,wake,excitation,2.147497e-02,2234,30,4.704390e+02,2.190638e+04,global_range_p
sim_Cc_060,5,p,wake,peak,2.567507e-02,2234,20,5.624479e+02,2.190638e+04,global_range_p
sim_Cc_060,5,p,wake,decay,1.306314e-02,2234,53,2.861661e+02,2.190638e+04,global_range_p
sim_Cc_060,5,p,wake,quiescent,5.194184e-03,2234,67,1.137858e+02,2.190638e+04,global_range_p
sim_Cc_060,5,p,far,all,1.562845e-02,2558,150,3.423628e+02,2.190638e+04,global_range_p
sim_Cc_060,5,p,far,excitation,2.425928e-02,2558,30,5.314332e+02,2.190638e+04,global_range_p
sim_Cc_060,5,p,far,peak,2.811763e-02,2558,20,6.159555e+02,2.190638e+04,global_range_p
sim_Cc_060,5,p,far,decay,1.534752e-02,2558,53,3.362087e+02,2.190638e+04,global_range_p
sim_Cc_060,5,p,far,quiescent,9.848031e-03,2558,67,2.157348e+02,2.190638e+04,global_range_p
sim_Cc_060,5,p,surface,all,3.696605e-02,387,150,8.097925e+02,2.190638e+04,global_range_p
sim_Cc_060,5,p,surface,excitation,7.088472e-02,387,30,1.552828e+03,2.190638e+04,global_range_p
sim_Cc_060,5,p,surface,peak,7.443902e-02,387,20,1.630690e+03,2.190638e+04,global_range_p
sim_Cc_060,5,p,surface,decay,2.662927e-02,387,53,5.833510e+02,2.190638e+04,global_range_p
sim_Cc_060,5,p,surface,quiescent,1.576451e-02,387,67,3.453434e+02,2.190638e+04,global_range_p
sim_Cc_060,5,combined,all,all,1.643116e-02,11075,150,3.599473e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,5,combined,all,excitation,2.528185e-02,11075,30,5.538340e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,5,combined,all,peak,2.693594e-02,11075,20,5.900690e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,5,combined,all,decay,1.467845e-02,11075,53,3.215518e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,5,combined,all,quiescent,1.215759e-02,11075,67,2.663288e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,5,combined,near,all,2.057046e-02,6283,150,4.506245e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,5,combined,near,excitation,3.149619e-02,6283,30,6.899676e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,5,combined,near,peak,3.306612e-02,6283,20,7.243592e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,5,combined,near,decay,1.809692e-02,6283,53,3.964380e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,5,combined,near,quiescent,1.562331e-02,6283,67,3.422503e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,5,combined,wake,all,7.407856e-03,2234,150,1.622793e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,5,combined,wake,excitation,1.240031e-02,2234,30,2.716460e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,5,combined,wake,peak,1.482451e-02,2234,20,3.247514e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,5,combined,wake,decay,7.542789e-03,2234,53,1.652352e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,5,combined,wake,quiescent,3.000127e-03,2234,67,6.572192e+01,2.190638e+04,global_range_all_fields
sim_Cc_060,5,combined,far,all,9.035897e-03,2558,150,1.979438e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,5,combined,far,excitation,1.401601e-02,2558,30,3.070402e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,5,combined,far,peak,1.624211e-02,2558,20,3.558059e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,5,combined,far,decay,8.873480e-03,2558,53,1.943858e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,5,combined,far,quiescent,5.704815e-03,2558,67,1.249719e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,5,combined,surface,all,2.134512e-02,387,150,4.675945e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,5,combined,surface,excitation,4.092845e-02,387,30,8.965943e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,5,combined,surface,peak,4.298000e-02,387,20,9.415364e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,5,combined,surface,decay,1.537744e-02,387,53,3.368641e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,5,combined,surface,quiescent,9.105789e-03,387,67,1.994749e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,5,p_surface,surface,all,3.696605e-02,387,150,8.097925e+02,2.190638e+04,surface_p_range
sim_Cc_060,5,p_surface,surface,excitation,7.088472e-02,387,30,1.552828e+03,2.190638e+04,surface_p_range
sim_Cc_060,5,p_surface,surface,peak,7.443902e-02,387,20,1.630690e+03,2.190638e+04,surface_p_range
sim_Cc_060,5,p_surface,surface,decay,2.662927e-02,387,53,5.833510e+02,2.190638e+04,surface_p_range
sim_Cc_060,5,p_surface,surface,quiescent,1.576451e-02,387,67,3.453434e+02,2.190638e+04,surface_p_range
sim_Cc_060,5,vorticity,all,all,8.565322e-01,17989,150,1.583376e+04,1.848589e+04,fom_vorticity_rms
sim_Cc_060,5,vorticity,all,excitation,8.489609e-01,17989,30,1.842106e+04,2.169836e+04,fom_vorticity_rms
sim_Cc_060,5,vorticity,all,peak,8.352466e-01,17989,20,1.758568e+04,2.105448e+04,fom_vorticity_rms
sim_Cc_060,5,vorticity,all,decay,8.537365e-01,17989,53,1.557377e+04,1.824190e+04,fom_vorticity_rms
sim_Cc_060,5,vorticity,all,quiescent,8.644806e-01,17989,67,1.474732e+04,1.705917e+04,fom_vorticity_rms
sim_Cc_060,5,vorticity,near,all,8.565199e-01,8931,150,2.247085e+04,2.623506e+04,fom_vorticity_rms
sim_Cc_060,5,vorticity,near,excitation,8.489459e-01,8931,30,2.614234e+04,3.079388e+04,fom_vorticity_rms
sim_Cc_060,5,vorticity,near,peak,8.352258e-01,8931,20,2.495633e+04,2.987974e+04,fom_vorticity_rms
sim_Cc_060,5,vorticity,near,decay,8.537252e-01,8931,53,2.210200e+04,2.588889e+04,fom_vorticity_rms
sim_Cc_060,5,vorticity,near,quiescent,8.644690e-01,8931,67,2.092909e+04,2.421035e+04,fom_vorticity_rms
sim_Cc_060,5,vorticity,wake,all,3.088438e+00,4541,150,6.490664e+01,2.101601e+01,fom_vorticity_rms
sim_Cc_060,5,vorticity,wake,excitation,2.313500e+00,4541,30,6.970227e+01,3.012849e+01,fom_vorticity_rms
sim_Cc_060,5,vorticity,wake,peak,3.737389e+00,4541,20,6.483176e+01,1.734681e+01,fom_vorticity_rms
sim_Cc_060,5,vorticity,wake,decay,3.369193e+00,4541,53,6.411354e+01,1.902935e+01,fom_vorticity_rms
sim_Cc_060,5,vorticity,wake,quiescent,3.678732e+00,4541,67,6.328327e+01,1.720247e+01,fom_vorticity_rms
sim_Cc_060,5,vorticity,far,all,1.036458e+00,4517,150,2.805471e+02,2.706787e+02,fom_vorticity_rms
sim_Cc_060,5,vorticity,far,excitation,1.019720e+00,4517,30,3.766708e+02,3.693865e+02,fom_vorticity_rms
sim_Cc_060,5,vorticity,far,peak,1.015809e+00,4517,20,4.207325e+02,4.141846e+02,fom_vorticity_rms
sim_Cc_060,5,vorticity,far,decay,1.043989e+00,4517,53,2.566396e+02,2.458258e+02,fom_vorticity_rms
sim_Cc_060,5,vorticity,far,quiescent,1.048236e+00,4517,67,2.461280e+02,2.348021e+02,fom_vorticity_rms
sim_Cc_060,10,vx,all,all,1.202099e-01,11075,150,2.523845e+01,2.099532e+02,global_range_vx
sim_Cc_060,10,vx,all,excitation,1.267630e-01,11075,30,2.661430e+01,2.099532e+02,global_range_vx
sim_Cc_060,10,vx,all,peak,1.253013e-01,11075,20,2.630740e+01,2.099532e+02,global_range_vx
sim_Cc_060,10,vx,all,decay,1.190105e-01,11075,53,2.498663e+01,2.099532e+02,global_range_vx
sim_Cc_060,10,vx,all,quiescent,1.181216e-01,11075,67,2.480000e+01,2.099532e+02,global_range_vx
sim_Cc_060,10,vx,near,all,1.500637e-01,6283,150,3.150636e+01,2.099532e+02,global_range_vx
sim_Cc_060,10,vx,near,excitation,1.585271e-01,6283,30,3.328328e+01,2.099532e+02,global_range_vx
sim_Cc_060,10,vx,near,peak,1.567284e-01,6283,20,3.290564e+01,2.099532e+02,global_range_vx
sim_Cc_060,10,vx,near,decay,1.484773e-01,6283,53,3.117327e+01,2.099532e+02,global_range_vx
sim_Cc_060,10,vx,near,quiescent,1.473919e-01,6283,67,3.094540e+01,2.099532e+02,global_range_vx
sim_Cc_060,10,vx,wake,all,1.526112e-02,2234,150,3.204121e+00,2.099532e+02,global_range_vx
sim_Cc_060,10,vx,wake,excitation,2.227824e-02,2234,30,4.677388e+00,2.099532e+02,global_range_vx
sim_Cc_060,10,vx,wake,peak,1.833756e-02,2234,20,3.850029e+00,2.099532e+02,global_range_vx
sim_Cc_060,10,vx,wake,decay,1.424472e-02,2234,53,2.990725e+00,2.099532e+02,global_range_vx
sim_Cc_060,10,vx,wake,quiescent,1.177609e-02,2234,67,2.472428e+00,2.099532e+02,global_range_vx
sim_Cc_060,10,vx,far,all,8.395602e-02,2558,150,1.762683e+01,2.099532e+02,global_range_vx
sim_Cc_060,10,vx,far,excitation,8.608560e-02,2558,30,1.807395e+01,2.099532e+02,global_range_vx
sim_Cc_060,10,vx,far,peak,8.572104e-02,2558,20,1.799741e+01,2.099532e+02,global_range_vx
sim_Cc_060,10,vx,far,decay,8.364172e-02,2558,53,1.756085e+01,2.099532e+02,global_range_vx
sim_Cc_060,10,vx,far,quiescent,8.323546e-02,2558,67,1.747555e+01,2.099532e+02,global_range_vx
sim_Cc_060,10,vx,surface,all,5.669248e-02,387,150,1.190277e+01,2.099532e+02,global_range_vx
sim_Cc_060,10,vx,surface,excitation,9.069407e-02,387,30,1.904151e+01,2.099532e+02,global_range_vx
sim_Cc_060,10,vx,surface,peak,8.374529e-02,387,20,1.758259e+01,2.099532e+02,global_range_vx
sim_Cc_060,10,vx,surface,decay,4.752759e-02,387,53,9.978569e+00,2.099532e+02,global_range_vx
sim_Cc_060,10,vx,surface,quiescent,4.154174e-02,387,67,8.721820e+00,2.099532e+02,global_range_vx
sim_Cc_060,10,vy,all,all,3.030105e-02,11075,150,6.635771e+00,2.189948e+02,global_range_vy
sim_Cc_060,10,vy,all,excitation,3.995897e-02,11075,30,8.750806e+00,2.189948e+02,global_range_vy
sim_Cc_060,10,vy,all,peak,3.797233e-02,11075,20,8.315741e+00,2.189948e+02,global_range_vy
sim_Cc_060,10,vy,all,decay,2.839074e-02,11075,53,6.217424e+00,2.189948e+02,global_range_vy
sim_Cc_060,10,vy,all,quiescent,2.651433e-02,11075,67,5.806499e+00,2.189948e+02,global_range_vy
sim_Cc_060,10,vy,near,all,3.757331e-02,6283,150,8.228357e+00,2.189948e+02,global_range_vy
sim_Cc_060,10,vy,near,excitation,4.507000e-02,6283,30,9.870094e+00,2.189948e+02,global_range_vy
sim_Cc_060,10,vy,near,peak,4.357641e-02,6283,20,9.543006e+00,2.189948e+02,global_range_vy
sim_Cc_060,10,vy,near,decay,3.638300e-02,6283,53,7.967686e+00,2.189948e+02,global_range_vy
sim_Cc_060,10,vy,near,quiescent,3.469839e-02,6283,67,7.598766e+00,2.189948e+02,global_range_vy
sim_Cc_060,10,vy,wake,all,1.510651e-02,2234,150,3.308246e+00,2.189948e+02,global_range_vy
sim_Cc_060,10,vy,wake,excitation,2.846212e-02,2234,30,6.233056e+00,2.189948e+02,global_range_vy
sim_Cc_060,10,vy,wake,peak,2.355464e-02,2234,20,5.158343e+00,2.189948e+02,global_range_vy
sim_Cc_060,10,vy,wake,decay,1.147433e-02,2234,53,2.512817e+00,2.189948e+02,global_range_vy
sim_Cc_060,10,vy,wake,quiescent,6.635743e-03,2234,67,1.453193e+00,2.189948e+02,global_range_vy
sim_Cc_060,10,vy,far,all,1.755915e-02,2558,150,3.845362e+00,2.189948e+02,global_range_vy
sim_Cc_060,10,vy,far,excitation,3.487514e-02,2558,30,7.637474e+00,2.189948e+02,global_range_vy
sim_Cc_060,10,vy,far,peak,3.307734e-02,2558,20,7.243765e+00,2.189948e+02,global_range_vy
sim_Cc_060,10,vy,far,decay,1.111025e-02,2558,53,2.433086e+00,2.189948e+02,global_range_vy
sim_Cc_060,10,vy,far,quiescent,6.930480e-03,2558,67,1.517739e+00,2.189948e+02,global_range_vy
sim_Cc_060,10,vy,surface,all,5.019559e-02,387,150,1.099257e+01,2.189948e+02,global_range_vy
sim_Cc_060,10,vy,surface,excitation,5.638787e-02,387,30,1.234865e+01,2.189948e+02,global_range_vy
sim_Cc_060,10,vy,surface,peak,5.464451e-02,387,20,1.196686e+01,2.189948e+02,global_range_vy
sim_Cc_060,10,vy,surface,decay,4.935496e-02,387,53,1.080848e+01,2.189948e+02,global_range_vy
sim_Cc_060,10,vy,surface,quiescent,4.785683e-02,387,67,1.048039e+01,2.189948e+02,global_range_vy
sim_Cc_060,10,p,all,all,2.742459e-02,11075,150,6.007735e+02,2.190638e+04,global_range_p
sim_Cc_060,10,p,all,excitation,4.141273e-02,11075,30,9.072030e+02,2.190638e+04,global_range_p
sim_Cc_060,10,p,all,peak,4.427289e-02,11075,20,9.698589e+02,2.190638e+04,global_range_p
sim_Cc_060,10,p,all,decay,2.476083e-02,11075,53,5.424202e+02,2.190638e+04,global_range_p
sim_Cc_060,10,p,all,quiescent,2.075858e-02,11075,67,4.547454e+02,2.190638e+04,global_range_p
sim_Cc_060,10,p,near,all,3.461266e-02,6283,150,7.582382e+02,2.190638e+04,global_range_p
sim_Cc_060,10,p,near,excitation,5.130048e-02,6283,30,1.123808e+03,2.190638e+04,global_range_p
sim_Cc_060,10,p,near,peak,5.383287e-02,6283,20,1.179283e+03,2.190638e+04,global_range_p
sim_Cc_060,10,p,near,decay,3.107816e-02,6283,53,6.808100e+02,2.190638e+04,global_range_p
sim_Cc_060,10,p,near,quiescent,2.719831e-02,6283,67,5.958166e+02,2.190638e+04,global_range_p
sim_Cc_060,10,p,wake,all,1.224251e-02,2234,150,2.681890e+02,2.190638e+04,global_range_p
sim_Cc_060,10,p,wake,excitation,2.188383e-02,2234,30,4.793955e+02,2.190638e+04,global_range_p
sim_Cc_060,10,p,wake,peak,2.637654e-02,2234,20,5.778147e+02,2.190638e+04,global_range_p
sim_Cc_060,10,p,wake,decay,1.176005e-02,2234,53,2.576201e+02,2.190638e+04,global_range_p
sim_Cc_060,10,p,wake,quiescent,3.422832e-03,2234,67,7.498186e+01,2.190638e+04,global_range_p
sim_Cc_060,10,p,far,all,1.351893e-02,2558,150,2.961508e+02,2.190638e+04,global_range_p
sim_Cc_060,10,p,far,excitation,2.329983e-02,2558,30,5.104150e+02,2.190638e+04,global_range_p
sim_Cc_060,10,p,far,peak,2.757993e-02,2558,20,6.041764e+02,2.190638e+04,global_range_p
sim_Cc_060,10,p,far,decay,1.270124e-02,2558,53,2.782382e+02,2.190638e+04,global_range_p
sim_Cc_060,10,p,far,quiescent,6.202679e-03,2558,67,1.358783e+02,2.190638e+04,global_range_p
sim_Cc_060,10,p,surface,all,3.363847e-02,387,150,7.368972e+02,2.190638e+04,global_range_p
sim_Cc_060,10,p,surface,excitation,6.111577e-02,387,30,1.338826e+03,2.190638e+04,global_range_p
sim_Cc_060,10,p,surface,peak,6.411506e-02,387,20,1.404529e+03,2.190638e+04,global_range_p
sim_Cc_060,10,p,surface,decay,2.556770e-02,387,53,5.600958e+02,2.190638e+04,global_range_p
sim_Cc_060,10,p,surface,quiescent,1.854056e-02,387,67,4.061565e+02,2.190638e+04,global_range_p
sim_Cc_060,10,combined,all,all,1.584852e-02,11075,150,3.471838e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,10,combined,all,excitation,2.392105e-02,11075,30,5.240236e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,10,combined,all,peak,2.557131e-02,11075,20,5.601748e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,10,combined,all,decay,1.431177e-02,11075,53,3.135191e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,10,combined,all,quiescent,1.200376e-02,11075,67,2.629589e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,10,combined,near,all,2.000205e-02,6283,150,4.381726e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,10,combined,near,excitation,2.963248e-02,6283,30,6.491404e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,10,combined,near,peak,3.109353e-02,6283,20,6.811469e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,10,combined,near,decay,1.796301e-02,6283,53,3.935046e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,10,combined,near,quiescent,1.572539e-02,6283,67,3.444865e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,10,combined,wake,all,7.069256e-03,2234,150,1.548618e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,10,combined,wake,excitation,1.263630e-02,2234,30,2.768157e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,10,combined,wake,peak,1.522945e-02,2234,20,3.336222e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,10,combined,wake,decay,6.790447e-03,2234,53,1.487541e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,10,combined,wake,quiescent,1.977618e-03,2234,67,4.332245e+01,2.190638e+04,global_range_all_fields
sim_Cc_060,10,combined,far,all,7.819625e-03,2558,150,1.712997e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,10,combined,far,excitation,1.346210e-02,2558,30,2.949059e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,10,combined,far,peak,1.593148e-02,2558,20,3.490012e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,10,combined,far,decay,7.347933e-03,2558,53,1.609666e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,10,combined,far,quiescent,3.610836e-03,2558,67,7.910035e+01,2.190638e+04,global_range_all_fields
sim_Cc_060,10,combined,surface,all,1.942587e-02,387,150,4.255506e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,10,combined,surface,excitation,3.529028e-02,387,30,7.730824e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,10,combined,surface,peak,3.702109e-02,387,20,8.109981e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,10,combined,surface,decay,1.476661e-02,387,53,3.234829e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,10,combined,surface,quiescent,1.071042e-02,387,67,2.346267e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,10,p_surface,surface,all,3.363847e-02,387,150,7.368972e+02,2.190638e+04,surface_p_range
sim_Cc_060,10,p_surface,surface,excitation,6.111577e-02,387,30,1.338826e+03,2.190638e+04,surface_p_range
sim_Cc_060,10,p_surface,surface,peak,6.411506e-02,387,20,1.404529e+03,2.190638e+04,surface_p_range
sim_Cc_060,10,p_surface,surface,decay,2.556770e-02,387,53,5.600958e+02,2.190638e+04,surface_p_range
sim_Cc_060,10,p_surface,surface,quiescent,1.854056e-02,387,67,4.061565e+02,2.190638e+04,surface_p_range
sim_Cc_060,10,vorticity,all,all,1.873954e+00,17989,150,3.464172e+04,1.848589e+04,fom_vorticity_rms
sim_Cc_060,10,vorticity,all,excitation,1.643344e+00,17989,30,3.565787e+04,2.169836e+04,fom_vorticity_rms
sim_Cc_060,10,vorticity,all,peak,1.642264e+00,17989,20,3.457702e+04,2.105448e+04,fom_vorticity_rms
sim_Cc_060,10,vorticity,all,decay,1.909996e+00,17989,53,3.484195e+04,1.824190e+04,fom_vorticity_rms
sim_Cc_060,10,vorticity,all,quiescent,1.993974e+00,17989,67,3.401554e+04,1.705917e+04,fom_vorticity_rms
sim_Cc_060,10,vorticity,near,all,1.872683e+00,8931,150,4.912997e+04,2.623506e+04,fom_vorticity_rms
sim_Cc_060,10,vorticity,near,excitation,1.642399e+00,8931,30,5.057583e+04,3.079388e+04,fom_vorticity_rms
sim_Cc_060,10,vorticity,near,peak,1.641276e+00,8931,20,4.904090e+04,2.987974e+04,fom_vorticity_rms
sim_Cc_060,10,vorticity,near,decay,1.908705e+00,8931,53,4.941427e+04,2.588889e+04,fom_vorticity_rms
sim_Cc_060,10,vorticity,near,quiescent,1.992512e+00,8931,67,4.823941e+04,2.421035e+04,fom_vorticity_rms
sim_Cc_060,10,vorticity,wake,all,2.061982e+00,4541,150,4.333462e+01,2.101601e+01,fom_vorticity_rms
sim_Cc_060,10,vorticity,wake,excitation,1.597961e+00,4541,30,4.814414e+01,3.012849e+01,fom_vorticity_rms
sim_Cc_060,10,vorticity,wake,peak,2.392833e+00,4541,20,4.150801e+01,1.734681e+01,fom_vorticity_rms
sim_Cc_060,10,vorticity,wake,decay,2.284912e+00,4541,53,4.348038e+01,1.902935e+01,fom_vorticity_rms
sim_Cc_060,10,vorticity,wake,quiescent,2.376193e+00,4541,67,4.087639e+01,1.720247e+01,fom_vorticity_rms
sim_Cc_060,10,vorticity,far,all,9.589430e+00,4517,150,2.595655e+03,2.706787e+02,fom_vorticity_rms
sim_Cc_060,10,vorticity,far,excitation,6.737179e+00,4517,30,2.488623e+03,3.693865e+02,fom_vorticity_rms
sim_Cc_060,10,vorticity,far,peak,6.006428e+00,4517,20,2.487770e+03,4.141846e+02,fom_vorticity_rms
