sim,d_s,field,region,time_window,nrmse,n_nodes,n_times,rmse,denom,denom_type
sim_A_025,10,vx,all,peak,1.672540e-01,11075,28,2.500118e+01,1.494803e+02,global_range_vx
sim_A_025,10,vx,all,decay,1.661356e-01,11075,55,2.483400e+01,1.494803e+02,global_range_vx
sim_A_025,10,vx,all,quiescent,1.659114e-01,11075,51,2.480049e+01,1.494803e+02,global_range_vx
sim_A_025,10,vx,near,all,2.076283e-01,6283,150,3.103635e+01,1.494803e+02,global_range_vx
sim_A_025,10,vx,near,excitation,2.087313e-01,6283,44,3.120122e+01,1.494803e+02,global_range_vx
sim_A_025,10,vx,near,peak,2.086738e-01,6283,28,3.119262e+01,1.494803e+02,global_range_vx
sim_A_025,10,vx,near,decay,2.073024e-01,6283,55,3.098763e+01,1.494803e+02,global_range_vx
sim_A_025,10,vx,near,quiescent,2.070245e-01,6283,51,3.094609e+01,1.494803e+02,global_range_vx
sim_A_025,10,vx,wake,all,1.726003e-02,2234,150,2.580034e+00,1.494803e+02,global_range_vx
sim_A_025,10,vx,wake,excitation,1.811270e-02,2234,44,2.707491e+00,1.494803e+02,global_range_vx
sim_A_025,10,vx,wake,peak,1.800543e-02,2234,28,2.691457e+00,1.494803e+02,global_range_vx
sim_A_025,10,vx,wake,decay,1.721554e-02,2234,55,2.573385e+00,1.494803e+02,global_range_vx
sim_A_025,10,vx,wake,quiescent,1.653908e-02,2234,51,2.472266e+00,1.494803e+02,global_range_vx
sim_A_025,10,vx,far,all,1.171842e-01,2558,150,1.751673e+01,1.494803e+02,global_range_vx
sim_A_025,10,vx,far,excitation,1.177414e-01,2558,44,1.760002e+01,1.494803e+02,global_range_vx
sim_A_025,10,vx,far,peak,1.177969e-01,2558,28,1.760831e+01,1.494803e+02,global_range_vx
sim_A_025,10,vx,far,decay,1.169923e-01,2558,55,1.748804e+01,1.494803e+02,global_range_vx
sim_A_025,10,vx,far,quiescent,1.169089e-01,2558,51,1.747557e+01,1.494803e+02,global_range_vx
sim_A_025,10,vx,surface,all,6.055315e-02,387,150,9.051503e+00,1.494803e+02,global_range_vx
sim_A_025,10,vx,surface,excitation,6.439470e-02,387,44,9.625738e+00,1.494803e+02,global_range_vx
sim_A_025,10,vx,surface,peak,6.396026e-02,387,28,9.560798e+00,1.494803e+02,global_range_vx
sim_A_025,10,vx,surface,decay,5.931896e-02,387,55,8.867015e+00,1.494803e+02,global_range_vx
sim_A_025,10,vx,surface,quiescent,5.841338e-02,387,51,8.731649e+00,1.494803e+02,global_range_vx
sim_A_025,10,vy,all,all,4.303238e-02,11075,150,5.997246e+00,1.393659e+02,global_range_vy
sim_A_025,10,vy,all,excitation,4.545654e-02,11075,44,6.335090e+00,1.393659e+02,global_range_vy
sim_A_025,10,vy,all,peak,4.529818e-02,11075,28,6.313021e+00,1.393659e+02,global_range_vy
sim_A_025,10,vy,all,decay,4.227457e-02,11075,55,5.891632e+00,1.393659e+02,global_range_vy
sim_A_025,10,vy,all,quiescent,4.167055e-02,11075,51,5.807452e+00,1.393659e+02,global_range_vy
sim_A_025,10,vy,near,all,5.611156e-02,6283,150,7.820037e+00,1.393659e+02,global_range_vy
sim_A_025,10,vy,near,excitation,5.888780e-02,6283,44,8.206950e+00,1.393659e+02,global_range_vy
sim_A_025,10,vy,near,peak,5.881495e-02,6283,28,8.196797e+00,1.393659e+02,global_range_vy
sim_A_025,10,vy,near,decay,5.527249e-02,6283,55,7.703099e+00,1.393659e+02,global_range_vy
sim_A_025,10,vy,near,quiescent,5.453303e-02,6283,51,7.600043e+00,1.393659e+02,global_range_vy
sim_A_025,10,vy,wake,all,1.139128e-02,2234,150,1.587555e+00,1.393659e+02,global_range_vy
sim_A_025,10,vy,wake,excitation,1.300295e-02,2234,44,1.812168e+00,1.393659e+02,global_range_vy
sim_A_025,10,vy,wake,peak,1.207580e-02,2234,28,1.682954e+00,1.393659e+02,global_range_vy
sim_A_025,10,vy,wake,decay,1.085388e-02,2234,55,1.512660e+00,1.393659e+02,global_range_vy
sim_A_025,10,vy,wake,quiescent,1.042756e-02,2234,51,1.453245e+00,1.393659e+02,global_range_vy
sim_A_025,10,vy,far,all,1.306405e-02,2558,150,1.820682e+00,1.393659e+02,global_range_vy
sim_A_025,10,vy,far,excitation,1.675961e-02,2558,44,2.335718e+00,1.393659e+02,global_range_vy
sim_A_025,10,vy,far,peak,1.612546e-02,2558,28,2.247339e+00,1.393659e+02,global_range_vy
sim_A_025,10,vy,far,decay,1.143560e-02,2558,55,1.593732e+00,1.393659e+02,global_range_vy
sim_A_025,10,vy,far,quiescent,1.089069e-02,2558,51,1.517791e+00,1.393659e+02,global_range_vy
sim_A_025,10,vy,surface,all,7.638227e-02,387,150,1.064508e+01,1.393659e+02,global_range_vy
sim_A_025,10,vy,surface,excitation,7.854156e-02,387,44,1.094601e+01,1.393659e+02,global_range_vy
sim_A_025,10,vy,surface,peak,7.840961e-02,387,28,1.092762e+01,1.393659e+02,global_range_vy
sim_A_025,10,vy,surface,decay,7.572879e-02,387,55,1.055401e+01,1.393659e+02,global_range_vy
sim_A_025,10,vy,surface,quiescent,7.518537e-02,387,51,1.047827e+01,1.393659e+02,global_range_vy
sim_A_025,10,p,all,all,4.566908e-02,11075,150,4.843550e+02,1.060575e+04,global_range_p
sim_A_025,10,p,all,excitation,5.057991e-02,11075,44,5.364381e+02,1.060575e+04,global_range_p
sim_A_025,10,p,all,peak,5.064663e-02,11075,28,5.371457e+02,1.060575e+04,global_range_p
sim_A_025,10,p,all,decay,4.402721e-02,11075,55,4.669417e+02,1.060575e+04,global_range_p
sim_A_025,10,p,all,quiescent,4.285671e-02,11075,51,4.545277e+02,1.060575e+04,global_range_p
sim_A_025,10,p,near,all,5.982202e-02,6283,150,6.344576e+02,1.060575e+04,global_range_p
sim_A_025,10,p,near,excitation,6.627070e-02,6283,44,7.028508e+02,1.060575e+04,global_range_p
sim_A_025,10,p,near,peak,6.630870e-02,6283,28,7.032538e+02,1.060575e+04,global_range_p
sim_A_025,10,p,near,decay,5.764487e-02,6283,55,6.113673e+02,1.060575e+04,global_range_p
sim_A_025,10,p,near,quiescent,5.615112e-02,6283,51,5.955250e+02,1.060575e+04,global_range_p
sim_A_025,10,p,wake,all,7.878492e-03,2234,150,8.355734e+01,1.060575e+04,global_range_p
sim_A_025,10,p,wake,excitation,8.844436e-03,2234,44,9.380192e+01,1.060575e+04,global_range_p
sim_A_025,10,p,wake,peak,9.340463e-03,2234,28,9.906265e+01,1.060575e+04,global_range_p
sim_A_025,10,p,wake,decay,7.769163e-03,2234,55,8.239783e+01,1.060575e+04,global_range_p
sim_A_025,10,p,wake,quiescent,7.069601e-03,2234,51,7.497845e+01,1.060575e+04,global_range_p
sim_A_025,10,p,far,all,1.363068e-02,2558,150,1.445636e+02,1.060575e+04,global_range_p
sim_A_025,10,p,far,excitation,1.486196e-02,2558,44,1.576223e+02,1.060575e+04,global_range_p
sim_A_025,10,p,far,peak,1.516132e-02,2558,28,1.607973e+02,1.060575e+04,global_range_p
sim_A_025,10,p,far,decay,1.333550e-02,2558,55,1.414330e+02,1.060575e+04,global_range_p
sim_A_025,10,p,far,quiescent,1.281063e-02,2558,51,1.358664e+02,1.060575e+04,global_range_p
sim_A_025,10,p,surface,all,4.237768e-02,387,150,4.494472e+02,1.060575e+04,global_range_p
sim_A_025,10,p,surface,excitation,5.014539e-02,387,44,5.318297e+02,1.060575e+04,global_range_p
sim_A_025,10,p,surface,peak,4.929928e-02,387,28,5.228561e+02,1.060575e+04,global_range_p
sim_A_025,10,p,surface,decay,3.917809e-02,387,55,4.155132e+02,1.060575e+04,global_range_p
sim_A_025,10,p,surface,quiescent,3.817368e-02,387,51,4.048607e+02,1.060575e+04,global_range_p
sim_A_025,10,combined,all,all,2.640382e-02,11075,150,2.800324e+02,1.060575e+04,global_range_all_fields
sim_A_025,10,combined,all,excitation,2.923607e-02,11075,44,3.100706e+02,1.060575e+04,global_range_all_fields
sim_A_025,10,combined,all,peak,2.927452e-02,11075,28,3.104783e+02,1.060575e+04,global_range_all_fields
sim_A_025,10,combined,all,decay,2.545707e-02,11075,55,2.699914e+02,1.060575e+04,global_range_all_fields
sim_A_025,10,combined,all,quiescent,2.478215e-02,11075,51,2.628334e+02,1.060575e+04,global_range_all_fields
sim_A_025,10,combined,near,all,3.458218e-02,6283,150,3.667701e+02,1.060575e+04,global_range_all_fields
sim_A_025,10,combined,near,excitation,3.830170e-02,6283,44,4.062184e+02,1.060575e+04,global_range_all_fields
sim_A_025,10,combined,near,peak,3.832358e-02,6283,28,4.064505e+02,1.060575e+04,global_range_all_fields
sim_A_025,10,combined,near,decay,3.332664e-02,6283,55,3.534542e+02,1.060575e+04,global_range_all_fields
sim_A_025,10,combined,near,quiescent,3.246524e-02,6283,51,3.443184e+02,1.060575e+04,global_range_all_fields
sim_A_025,10,combined,wake,all,4.551638e-03,2234,150,4.827355e+01,1.060575e+04,global_range_all_fields
sim_A_025,10,combined,wake,excitation,5.109417e-03,2234,44,5.418922e+01,1.060575e+04,global_range_all_fields
sim_A_025,10,combined,wake,peak,5.395487e-03,2234,28,5.722320e+01,1.060575e+04,global_range_all_fields
sim_A_025,10,combined,wake,decay,4.488471e-03,2234,55,4.760362e+01,1.060575e+04,global_range_all_fields
sim_A_025,10,combined,wake,quiescent,4.084620e-03,2234,51,4.332048e+01,1.060575e+04,global_range_all_fields
sim_A_025,10,combined,far,all,7.927857e-03,2558,150,8.408090e+01,1.060575e+04,global_range_all_fields
sim_A_025,10,combined,far,excitation,8.634819e-03,2558,44,9.157877e+01,1.060575e+04,global_range_all_fields
sim_A_025,10,combined,far,peak,8.806571e-03,2558,28,9.340033e+01,1.060575e+04,global_range_all_fields
sim_A_025,10,combined,far,decay,7.758373e-03,2558,55,8.228339e+01,1.060575e+04,global_range_all_fields
sim_A_025,10,combined,far,quiescent,7.457611e-03,2558,51,7.909359e+01,1.060575e+04,global_range_all_fields
sim_A_025,10,combined,surface,all,2.447859e-02,387,150,2.596139e+02,1.060575e+04,global_range_all_fields
sim_A_025,10,combined,surface,excitation,2.896233e-02,387,44,3.071673e+02,1.060575e+04,global_range_all_fields
sim_A_025,10,combined,surface,peak,2.847393e-02,387,28,3.019875e+02,1.060575e+04,global_range_all_fields
sim_A_025,10,combined,surface,decay,2.263193e-02,387,55,2.400286e+02,1.060575e+04,global_range_all_fields
sim_A_025,10,combined,surface,quiescent,2.205209e-02,387,51,2.338791e+02,1.060575e+04,global_range_all_fields
sim_A_025,10,p_surface,surface,all,4.237768e-02,387,150,4.494472e+02,1.060575e+04,surface_p_range
sim_A_025,10,p_surface,surface,excitation,5.014539e-02,387,44,5.318297e+02,1.060575e+04,surface_p_range
sim_A_025,10,p_surface,surface,peak,4.929928e-02,387,28,5.228561e+02,1.060575e+04,surface_p_range
sim_A_025,10,p_surface,surface,decay,3.917809e-02,387,55,4.155132e+02,1.060575e+04,surface_p_range
sim_A_025,10,p_surface,surface,quiescent,3.817368e-02,387,51,4.048607e+02,1.060575e+04,surface_p_range
sim_A_025,10,vorticity,all,all,1.940612e+00,17989,150,3.455854e+04,1.780807e+04,fom_vorticity_rms
sim_A_025,10,vorticity,all,excitation,1.865037e+00,17989,44,3.549384e+04,1.903117e+04,fom_vorticity_rms
sim_A_025,10,vorticity,all,peak,1.865077e+00,17989,28,3.553178e+04,1.905111e+04,fom_vorticity_rms
sim_A_025,10,vorticity,all,decay,1.965641e+00,17989,55,3.434415e+04,1.747224e+04,fom_vorticity_rms
sim_A_025,10,vorticity,all,quiescent,1.991024e+00,17989,51,3.396612e+04,1.705963e+04,fom_vorticity_rms
sim_A_025,10,vorticity,near,all,1.939260e+00,8931,150,4.901122e+04,2.527316e+04,fom_vorticity_rms
sim_A_025,10,vorticity,near,excitation,1.863856e+00,8931,44,5.034076e+04,2.700893e+04,fom_vorticity_rms
sim_A_025,10,vorticity,near,peak,1.863901e+00,8931,28,5.039464e+04,2.703719e+04,fom_vorticity_rms
sim_A_025,10,vorticity,near,decay,1.964239e+00,8931,55,4.870639e+04,2.479658e+04,fom_vorticity_rms
sim_A_025,10,vorticity,near,quiescent,1.989554e+00,8931,51,4.816907e+04,2.421099e+04,fom_vorticity_rms
sim_A_025,10,vorticity,wake,all,2.394377e+00,4541,150,4.163516e+01,1.738872e+01,fom_vorticity_rms
sim_A_025,10,vorticity,wake,excitation,2.323226e+00,4541,44,4.134859e+01,1.779792e+01,fom_vorticity_rms
sim_A_025,10,vorticity,wake,peak,2.322644e+00,4541,28,4.132478e+01,1.779213e+01,fom_vorticity_rms
sim_A_025,10,vorticity,wake,decay,2.465468e+00,4541,55,4.257275e+01,1.726761e+01,fom_vorticity_rms
sim_A_025,10,vorticity,wake,quiescent,2.380608e+00,4541,51,4.085167e+01,1.716018e+01,fom_vorticity_rms
sim_A_025,10,vorticity,far,all,1.050074e+01,4517,150,2.618828e+03,2.493947e+02,fom_vorticity_rms
sim_A_025,10,vorticity,far,excitation,9.304092e+00,4517,44,2.572321e+03,2.764721e+02,fom_vorticity_rms
sim_A_025,10,vorticity,far,peak,9.046673e+00,4517,28,2.572588e+03,2.843684e+02,fom_vorticity_rms
sim_A_025,10,vorticity,far,decay,1.098291e+01,4517,55,2.630549e+03,2.395130e+02,fom_vorticity_rms
sim_A_025,10,vorticity,far,quiescent,1.126907e+01,4517,51,2.645790e+03,2.347834e+02,fom_vorticity_rms
sim_Cc_060,1,vx,all,all,1.098001e-01,11075,150,2.305289e+01,2.099532e+02,global_range_vx
sim_Cc_060,1,vx,all,excitation,1.147472e-01,11075,30,2.409155e+01,2.099532e+02,global_range_vx
sim_Cc_060,1,vx,all,peak,1.137044e-01,11075,20,2.387260e+01,2.099532e+02,global_range_vx
sim_Cc_060,1,vx,all,decay,1.089268e-01,11075,53,2.286953e+01,2.099532e+02,global_range_vx
sim_Cc_060,1,vx,all,quiescent,1.082117e-01,11075,67,2.271939e+01,2.099532e+02,global_range_vx
sim_Cc_060,1,vx,near,all,1.402650e-01,6283,150,2.944909e+01,2.099532e+02,global_range_vx
sim_Cc_060,1,vx,near,excitation,1.462704e-01,6283,30,3.070993e+01,2.099532e+02,global_range_vx
sim_Cc_060,1,vx,near,peak,1.450315e-01,6283,20,3.044983e+01,2.099532e+02,global_range_vx
sim_Cc_060,1,vx,near,decay,1.392014e-01,6283,53,2.922577e+01,2.099532e+02,global_range_vx
sim_Cc_060,1,vx,near,quiescent,1.383435e-01,6283,67,2.904566e+01,2.099532e+02,global_range_vx
sim_Cc_060,1,vx,wake,all,1.058064e-02,2234,150,2.221438e+00,2.099532e+02,global_range_vx
sim_Cc_060,1,vx,wake,excitation,1.783857e-02,2234,30,3.745265e+00,2.099532e+02,global_range_vx
sim_Cc_060,1,vx,wake,peak,1.370300e-02,2234,20,2.876988e+00,2.099532e+02,global_range_vx
sim_Cc_060,1,vx,wake,decay,8.628307e-03,2234,53,1.811541e+00,2.099532e+02,global_range_vx
sim_Cc_060,1,vx,wake,quiescent,7.018434e-03,2234,67,1.473543e+00,2.099532e+02,global_range_vx
sim_Cc_060,1,vx,far,all,6.144402e-02,2558,150,1.290037e+01,2.099532e+02,global_range_vx
sim_Cc_060,1,vx,far,excitation,6.463939e-02,2558,30,1.357125e+01,2.099532e+02,global_range_vx
sim_Cc_060,1,vx,far,peak,6.439780e-02,2558,20,1.352052e+01,2.099532e+02,global_range_vx
sim_Cc_060,1,vx,far,decay,6.091949e-02,2558,53,1.279024e+01,2.099532e+02,global_range_vx
sim_Cc_060,1,vx,far,quiescent,6.038000e-02,2558,67,1.267697e+01,2.099532e+02,global_range_vx
sim_Cc_060,1,vx,surface,all,3.850749e-02,387,150,8.084771e+00,2.099532e+02,global_range_vx
sim_Cc_060,1,vx,surface,excitation,6.082749e-02,387,30,1.277093e+01,2.099532e+02,global_range_vx
sim_Cc_060,1,vx,surface,peak,5.605849e-02,387,20,1.176966e+01,2.099532e+02,global_range_vx
sim_Cc_060,1,vx,surface,decay,3.208691e-02,387,53,6.736749e+00,2.099532e+02,global_range_vx
sim_Cc_060,1,vx,surface,quiescent,2.913103e-02,387,67,6.116154e+00,2.099532e+02,global_range_vx
sim_Cc_060,1,vy,all,all,2.258856e-02,11075,150,4.946775e+00,2.189948e+02,global_range_vy
sim_Cc_060,1,vy,all,excitation,3.018388e-02,11075,30,6.610111e+00,2.189948e+02,global_range_vy
sim_Cc_060,1,vy,all,peak,2.846844e-02,11075,20,6.234439e+00,2.189948e+02,global_range_vy
sim_Cc_060,1,vy,all,decay,2.100813e-02,11075,53,4.600669e+00,2.189948e+02,global_range_vy
sim_Cc_060,1,vy,all,quiescent,1.962839e-02,11075,67,4.298515e+00,2.189948e+02,global_range_vy
sim_Cc_060,1,vy,near,all,2.838059e-02,6283,150,6.215201e+00,2.189948e+02,global_range_vy
sim_Cc_060,1,vy,near,excitation,3.523694e-02,6283,30,7.716704e+00,2.189948e+02,global_range_vy
sim_Cc_060,1,vy,near,peak,3.427417e-02,6283,20,7.505863e+00,2.189948e+02,global_range_vy
sim_Cc_060,1,vy,near,decay,2.713301e-02,6283,53,5.941988e+00,2.189948e+02,global_range_vy
sim_Cc_060,1,vy,near,quiescent,2.578638e-02,6283,67,5.647083e+00,2.189948e+02,global_range_vy
sim_Cc_060,1,vy,wake,all,1.047402e-02,2234,150,2.293755e+00,2.189948e+02,global_range_vy
sim_Cc_060,1,vy,wake,excitation,2.072707e-02,2234,30,4.539120e+00,2.189948e+02,global_range_vy
sim_Cc_060,1,vy,wake,peak,1.504346e-02,2234,20,3.294438e+00,2.189948e+02,global_range_vy
sim_Cc_060,1,vy,wake,decay,7.515207e-03,2234,53,1.645791e+00,2.189948e+02,global_range_vy
sim_Cc_060,1,vy,wake,quiescent,2.927132e-03,2234,67,6.410266e-01,2.189948e+02,global_range_vy
sim_Cc_060,1,vy,far,all,1.161620e-02,2558,150,2.543887e+00,2.189948e+02,global_range_vy
sim_Cc_060,1,vy,far,excitation,2.279421e-02,2558,30,4.991812e+00,2.189948e+02,global_range_vy
sim_Cc_060,1,vy,far,peak,2.063716e-02,2558,20,4.519430e+00,2.189948e+02,global_range_vy
sim_Cc_060,1,vy,far,decay,7.295159e-03,2558,53,1.597602e+00,2.189948e+02,global_range_vy
sim_Cc_060,1,vy,far,quiescent,5.229822e-03,2558,67,1.145304e+00,2.189948e+02,global_range_vy
sim_Cc_060,1,vy,surface,all,2.185059e-02,387,150,4.785166e+00,2.189948e+02,global_range_vy
sim_Cc_060,1,vy,surface,excitation,3.426330e-02,387,30,7.503483e+00,2.189948e+02,global_range_vy
sim_Cc_060,1,vy,surface,peak,3.390469e-02,387,20,7.424950e+00,2.189948e+02,global_range_vy
sim_Cc_060,1,vy,surface,decay,1.795834e-02,387,53,3.932783e+00,2.189948e+02,global_range_vy
sim_Cc_060,1,vy,surface,quiescent,1.697472e-02,387,67,3.717375e+00,2.189948e+02,global_range_vy
sim_Cc_060,1,p,all,all,2.400194e-02,11075,150,5.257957e+02,2.190638e+04,global_range_p
sim_Cc_060,1,p,all,excitation,3.409927e-02,11075,30,7.469917e+02,2.190638e+04,global_range_p
sim_Cc_060,1,p,all,peak,3.630223e-02,11075,20,7.952505e+02,2.190638e+04,global_range_p
sim_Cc_060,1,p,all,decay,2.262165e-02,11075,53,4.955585e+02,2.190638e+04,global_range_p
sim_Cc_060,1,p,all,quiescent,1.908700e-02,11075,67,4.181271e+02,2.190638e+04,global_range_p
sim_Cc_060,1,p,near,all,3.009181e-02,6283,150,6.592028e+02,2.190638e+04,global_range_p
sim_Cc_060,1,p,near,excitation,4.121640e-02,6283,30,9.029022e+02,2.190638e+04,global_range_p
sim_Cc_060,1,p,near,peak,4.261051e-02,6283,20,9.334421e+02,2.190638e+04,global_range_p
sim_Cc_060,1,p,near,decay,2.826590e-02,6283,53,6.192035e+02,2.190638e+04,global_range_p
sim_Cc_060,1,p,near,quiescent,2.519148e-02,6283,67,5.518543e+02,2.190638e+04,global_range_p
sim_Cc_060,1,p,wake,all,1.189021e-02,2234,150,2.604715e+02,2.190638e+04,global_range_p
sim_Cc_060,1,p,wake,excitation,2.159656e-02,2234,30,4.731026e+02,2.190638e+04,global_range_p
sim_Cc_060,1,p,wake,peak,2.611968e-02,2234,20,5.721877e+02,2.190638e+04,global_range_p
sim_Cc_060,1,p,wake,decay,1.149273e-02,2234,53,2.517641e+02,2.190638e+04,global_range_p
sim_Cc_060,1,p,wake,quiescent,1.786443e-03,2234,67,3.913451e+01,2.190638e+04,global_range_p
sim_Cc_060,1,p,far,all,1.210830e-02,2558,150,2.652491e+02,2.190638e+04,global_range_p
sim_Cc_060,1,p,far,excitation,2.131433e-02,2558,30,4.669198e+02,2.190638e+04,global_range_p
sim_Cc_060,1,p,far,peak,2.549992e-02,2558,20,5.586109e+02,2.190638e+04,global_range_p
sim_Cc_060,1,p,far,decay,1.174003e-02,2558,53,2.571815e+02,2.190638e+04,global_range_p
sim_Cc_060,1,p,far,quiescent,3.973290e-03,2558,67,8.704042e+01,2.190638e+04,global_range_p
sim_Cc_060,1,p,surface,all,2.447806e-02,387,150,5.362258e+02,2.190638e+04,global_range_p
sim_Cc_060,1,p,surface,excitation,4.366542e-02,387,30,9.565514e+02,2.190638e+04,global_range_p
sim_Cc_060,1,p,surface,peak,4.415548e-02,387,20,9.672869e+02,2.190638e+04,global_range_p
sim_Cc_060,1,p,surface,decay,1.923682e-02,387,53,4.214091e+02,2.190638e+04,global_range_p
sim_Cc_060,1,p,surface,quiescent,1.396336e-02,387,67,3.058867e+02,2.190638e+04,global_range_p
sim_Cc_060,1,combined,all,all,1.387145e-02,11075,150,3.038734e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,1,combined,all,excitation,1.969823e-02,11075,30,4.315170e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,1,combined,all,peak,2.096919e-02,11075,20,4.593590e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,1,combined,all,decay,1.307508e-02,11075,53,2.864276e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,1,combined,all,quiescent,1.103672e-02,11075,67,2.417747e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,1,combined,near,all,1.739162e-02,6283,150,3.809874e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,1,combined,near,excitation,2.381093e-02,6283,30,5.216113e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,1,combined,near,peak,2.461507e-02,6283,20,5.392271e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,1,combined,near,decay,1.633824e-02,6283,53,3.579118e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,1,combined,near,quiescent,1.456520e-02,6283,67,3.190709e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,1,combined,wake,all,6.865331e-03,2234,150,1.503946e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,1,combined,wake,excitation,1.246975e-02,2234,30,2.731671e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,1,combined,wake,peak,1.508064e-02,2234,20,3.303624e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,1,combined,wake,decay,6.635642e-03,2234,53,1.453629e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,1,combined,wake,quiescent,1.032273e-03,2234,67,2.261336e+01,2.190638e+04,global_range_all_fields
sim_Cc_060,1,combined,far,all,6.999315e-03,2558,150,1.533297e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,1,combined,far,excitation,1.231173e-02,2558,30,2.697055e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,1,combined,far,peak,1.472718e-02,2558,20,3.226192e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,1,combined,far,decay,6.786614e-03,2558,53,1.486702e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,1,combined,far,quiescent,2.318380e-03,2558,67,5.078731e+01,2.190638e+04,global_range_all_fields
sim_Cc_060,1,combined,surface,all,1.413458e-02,387,150,3.096376e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,1,combined,surface,excitation,2.521326e-02,387,30,5.523314e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,1,combined,surface,peak,2.549582e-02,387,20,5.585211e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,1,combined,surface,decay,1.110828e-02,387,53,2.433423e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,1,combined,surface,quiescent,8.063956e-03,387,67,1.766521e+02,2.190638e+04,global_range_all_fields
sim_Cc_060,1,p_surface,surface,all,2.447806e-02,387,150,5.362258e+02,2.190638e+04,surface_p_range
sim_Cc_060,1,p_surface,surface,excitation,4.366542e-02,387,30,9.565514e+02,2.190638e+04,surface_p_range
sim_Cc_060,1,p_surface,surface,peak,4.415548e-02,387,20,9.672869e+02,2.190638e+04,surface_p_range
sim_Cc_060,1,p_surface,surface,decay,1.923682e-02,387,53,4.214091e+02,2.190638e+04,surface_p_range
sim_Cc_060,1,p_surface,surface,quiescent,1.396336e-02,387,67,3.058867e+02,2.190638e+04,surface_p_range
sim_Cc_060,1,vorticity,all,all,7.446468e-01,17989,150,1.376546e+04,1.848589e+04,fom_vorticity_rms
sim_Cc_060,1,vorticity,all,excitation,8.630743e-01,17989,30,1.872730e+04,2.169836e+04,fom_vorticity_rms
sim_Cc_060,1,vorticity,all,peak,8.996585e-01,17989,20,1.894184e+04,2.105448e+04,fom_vorticity_rms
sim_Cc_060,1,vorticity,all,decay,7.031342e-01,17989,53,1.282650e+04,1.824190e+04,fom_vorticity_rms
sim_Cc_060,1,vorticity,all,quiescent,6.862475e-01,17989,67,1.170681e+04,1.705917e+04,fom_vorticity_rms
sim_Cc_060,1,vorticity,near,all,7.445604e-01,8931,150,1.953359e+04,2.623506e+04,fom_vorticity_rms
sim_Cc_060,1,vorticity,near,excitation,8.630051e-01,8931,30,2.657528e+04,3.079388e+04,fom_vorticity_rms
sim_Cc_060,1,vorticity,near,peak,8.995772e-01,8931,20,2.687913e+04,2.987974e+04,fom_vorticity_rms
sim_Cc_060,1,vorticity,near,decay,7.030506e-01,8931,53,1.820120e+04,2.588889e+04,fom_vorticity_rms
sim_Cc_060,1,vorticity,near,quiescent,6.861445e-01,8931,67,1.661180e+04,2.421035e+04,fom_vorticity_rms
sim_Cc_060,1,vorticity,wake,all,2.540552e+00,4541,150,5.339227e+01,2.101601e+01,fom_vorticity_rms
sim_Cc_060,1,vorticity,wake,excitation,2.350344e+00,4541,30,7.081230e+01,3.012849e+01,fom_vorticity_rms
sim_Cc_060,1,vorticity,wake,peak,3.929026e+00,4541,20,6.815606e+01,1.734681e+01,fom_vorticity_rms
sim_Cc_060,1,vorticity,wake,decay,2.611871e+00,4541,53,4.970219e+01,1.902935e+01,fom_vorticity_rms
sim_Cc_060,1,vorticity,wake,quiescent,2.715960e+00,4541,67,4.672121e+01,1.720247e+01,fom_vorticity_rms
sim_Cc_060,1,vorticity,far,all,1.704765e+00,4517,150,4.614436e+02,2.706787e+02,fom_vorticity_rms
sim_Cc_060,1,vorticity,far,excitation,1.534387e+00,4517,30,5.667817e+02,3.693865e+02,fom_vorticity_rms
sim_Cc_060,1,vorticity,far,peak,1.513185e+00,4517,20,6.267380e+02,4.141846e+02,fom_vorticity_rms
sim_Cc_060,1,vorticity,far,decay,1.742076e+00,4517,53,4.282473e+02,2.458258e+02,fom_vorticity_rms
sim_Cc_060,1,vorticity,far,quiescent,1.845614e+00,4517,67,4.333540e+02,2.348021e+02,fom_vorticity_rms
sim_Cc_060,5,vx,all,all,1.188938e-01,11075,150,2.496213e+01,2.099532e+02,global_range_vx
sim_Cc_060,5,vx,all,excitation,1.250610e-01,11075,30,2.625695e+01,2.099532e+02,global_range_vx
