t,W_gust,delta,l1_vx,l1_vy,l1_p,l1_vx_near,l1_p_surf,l1_combined,l5_vx,l5_vy,l5_p,l5_vx_near,l5_p_surf,l5_combined,l10_vx,l10_vy,l10_p,l10_vx_near,l10_p_surf,l10_combined
2.516594e+00,0.000000e+00,0.000000e+00,1.519876e-01,3.084235e-02,3.942487e-02,1.943093e-01,2.883586e-02,2.279673e-02,1.642218e-01,3.789159e-02,4.344328e-02,2.046856e-01,3.254549e-02,2.511921e-02,1.659113e-01,4.167067e-02,4.285616e-02,2.070252e-01,3.817409e-02,2.478184e-02
2.536727e+00,0.000000e+00,0.000000e+00,1.519875e-01,3.084271e-02,3.942515e-02,1.943090e-01,2.883324e-02,2.279689e-02,1.642220e-01,3.789214e-02,4.344366e-02,2.046853e-01,3.254330e-02,2.511943e-02,1.659120e-01,4.167102e-02,4.285586e-02,2.070249e-01,3.816857e-02,2.478166e-02
2.556859e+00,0.000000e+00,0.000000e+00,1.519869e-01,3.084236e-02,3.942470e-02,1.943081e-01,2.883230e-02,2.279663e-02,1.642210e-01,3.789148e-02,4.344313e-02,2.046841e-01,3.254284e-02,2.511912e-02,1.659105e-01,4.167063e-02,4.285536e-02,2.070237e-01,3.816790e-02,2.478138e-02
2.576992e+00,0.000000e+00,0.000000e+00,1.519868e-01,3.084236e-02,3.942472e-02,1.943077e-01,2.883077e-02,2.279665e-02,1.642210e-01,3.789206e-02,4.344322e-02,2.046838e-01,3.254335e-02,2.511917e-02,1.659105e-01,4.167085e-02,4.285561e-02,2.070236e-01,3.816906e-02,2.478152e-02
2.597125e+00,0.000000e+00,0.000000e+00,1.519883e-01,3.084279e-02,3.942541e-02,1.943102e-01,2.882865e-02,2.279704e-02,1.642227e-01,3.789236e-02,4.344416e-02,2.046866e-01,3.254080e-02,2.511971e-02,1.659127e-01,4.167137e-02,4.285582e-02,2.070266e-01,3.816507e-02,2.478164e-02
2.617258e+00,0.000000e+00,0.000000e+00,1.519881e-01,3.084269e-02,3.942502e-02,1.943096e-01,2.882958e-02,2.279682e-02,1.642227e-01,3.789247e-02,4.344387e-02,2.046860e-01,3.254199e-02,2.511955e-02,1.659125e-01,4.167128e-02,4.285553e-02,2.070258e-01,3.816604e-02,2.478147e-02
2.637390e+00,0.000000e+00,0.000000e+00,1.519873e-01,3.084225e-02,3.942531e-02,1.943082e-01,2.882970e-02,2.279699e-02,1.642218e-01,3.789167e-02,4.344476e-02,2.046844e-01,3.254017e-02,2.512006e-02,1.659116e-01,4.167071e-02,4.285517e-02,2.070245e-01,3.816320e-02,2.478127e-02
2.657523e+00,0.000000e+00,0.000000e+00,1.519864e-01,3.084108e-02,3.942381e-02,1.943073e-01,2.882935e-02,2.279612e-02,1.642201e-01,3.788767e-02,4.344116e-02,2.046829e-01,3.253738e-02,2.511799e-02,1.659106e-01,4.166930e-02,4.285313e-02,2.070231e-01,3.815569e-02,2.478009e-02
2.677656e+00,0.000000e+00,0.000000e+00,1.519879e-01,3.084229e-02,3.942473e-02,1.943096e-01,2.883101e-02,2.279666e-02,1.642222e-01,3.789130e-02,4.344436e-02,2.046858e-01,3.253800e-02,2.511983e-02,1.659124e-01,4.167092e-02,4.285367e-02,2.070262e-01,3.815710e-02,2.478040e-02
2.697789e+00,0.000000e+00,0.000000e+00,1.519877e-01,3.084222e-02,3.942476e-02,1.943091e-01,2.883277e-02,2.279667e-02,1.642220e-01,3.789197e-02,4.344440e-02,2.046851e-01,3.253979e-02,2.511986e-02,1.659121e-01,4.167117e-02,4.285355e-02,2.070255e-01,3.815848e-02,2.478034e-02
2.717921e+00,0.000000e+00,0.000000e+00,1.519887e-01,3.084302e-02,3.942510e-02,1.943105e-01,2.883439e-02,2.279687e-02,1.642233e-01,3.789373e-02,4.344586e-02,2.046868e-01,3.254244e-02,2.512070e-02,1.659133e-01,4.167202e-02,4.285376e-02,2.070274e-01,3.815923e-02,2.478045e-02
2.738054e+00,0.000000e+00,0.000000e+00,1.519872e-01,3.084277e-02,3.942491e-02,1.943083e-01,2.883409e-02,2.279676e-02,1.642217e-01,3.789313e-02,4.344539e-02,2.046844e-01,3.254231e-02,2.512042e-02,1.659117e-01,4.167187e-02,4.285343e-02,2.070250e-01,3.815843e-02,2.478027e-02
2.758187e+00,0.000000e+00,0.000000e+00,1.519875e-01,3.084289e-02,3.942521e-02,1.943085e-01,2.883033e-02,2.279693e-02,1.642220e-01,3.789260e-02,4.344533e-02,2.046847e-01,3.253896e-02,2.512039e-02,1.659120e-01,4.167207e-02,4.285339e-02,2.070252e-01,3.815325e-02,2.478024e-02
2.778320e+00,0.000000e+00,0.000000e+00,1.519873e-01,3.084225e-02,3.942514e-02,1.943091e-01,2.882979e-02,2.279689e-02,1.642219e-01,3.789201e-02,4.344558e-02,2.046853e-01,3.253777e-02,2.512053e-02,1.659124e-01,4.167154e-02,4.285319e-02,2.070260e-01,3.815201e-02,2.478013e-02
2.798452e+00,0.000000e+00,0.000000e+00,1.519867e-01,3.084210e-02,3.942549e-02,1.943079e-01,2.882764e-02,2.279709e-02,1.642209e-01,3.789159e-02,4.344587e-02,2.046839e-01,3.253544e-02,2.512070e-02,1.659115e-01,4.167143e-02,4.285316e-02,2.070247e-01,3.814815e-02,2.478011e-02
2.818585e+00,0.000000e+00,0.000000e+00,1.519874e-01,3.084236e-02,3.942437e-02,1.943089e-01,2.883128e-02,2.279645e-02,1.642220e-01,3.789201e-02,4.344492e-02,2.046851e-01,3.253767e-02,2.512015e-02,1.659126e-01,4.167143e-02,4.285193e-02,2.070260e-01,3.815056e-02,2.477940e-02
2.838718e+00,0.000000e+00,0.000000e+00,1.519874e-01,3.084240e-02,3.942487e-02,1.943088e-01,2.883439e-02,2.279673e-02,1.642217e-01,3.789234e-02,4.344580e-02,2.046849e-01,3.254079e-02,2.512066e-02,1.659121e-01,4.167169e-02,4.285224e-02,2.070258e-01,3.815281e-02,2.477958e-02
2.858851e+00,0.000000e+00,0.000000e+00,1.519883e-01,3.084249e-02,3.942554e-02,1.943099e-01,2.883049e-02,2.279712e-02,1.642229e-01,3.789245e-02,4.344647e-02,2.046859e-01,3.253592e-02,2.512105e-02,1.659136e-01,4.167176e-02,4.285251e-02,2.070272e-01,3.814630e-02,2.477974e-02
2.878983e+00,0.000000e+00,0.000000e+00,1.519880e-01,3.084235e-02,3.942540e-02,1.943095e-01,2.883292e-02,2.279704e-02,1.642224e-01,3.789245e-02,4.344692e-02,2.046856e-01,3.253761e-02,2.512131e-02,1.659130e-01,4.167191e-02,4.285204e-02,2.070268e-01,3.814639e-02,2.477946e-02
2.899116e+00,0.000000e+00,0.000000e+00,1.519874e-01,3.084237e-02,3.942428e-02,1.943089e-01,2.883152e-02,2.279640e-02,1.642219e-01,3.789277e-02,4.344555e-02,2.046849e-01,3.253631e-02,2.512051e-02,1.659124e-01,4.167210e-02,4.285050e-02,2.070262e-01,3.814371e-02,2.477857e-02
2.919249e+00,0.000000e+00,0.000000e+00,1.519868e-01,3.084240e-02,3.942590e-02,1.943078e-01,2.883178e-02,2.279733e-02,1.642211e-01,3.789285e-02,4.344735e-02,2.046837e-01,3.253605e-02,2.512155e-02,1.659117e-01,4.167208e-02,4.285193e-02,2.070251e-01,3.814244e-02,2.477940e-02
2.939382e+00,0.000000e+00,0.000000e+00,1.519863e-01,3.084233e-02,3.942577e-02,1.943076e-01,2.883103e-02,2.279726e-02,1.642209e-01,3.789286e-02,4.344722e-02,2.046836e-01,3.253710e-02,2.512148e-02,1.659119e-01,4.167216e-02,4.285170e-02,2.070248e-01,3.814174e-02,2.477927e-02
2.959514e+00,0.000000e+00,0.000000e+00,1.519876e-01,3.084255e-02,3.942545e-02,1.943085e-01,2.883068e-02,2.279707e-02,1.642223e-01,3.789306e-02,4.344751e-02,2.046848e-01,3.253688e-02,2.512165e-02,1.659130e-01,4.167229e-02,4.285133e-02,2.070260e-01,3.814108e-02,2.477905e-02
2.979647e+00,0.000000e+00,0.000000e+00,1.519873e-01,3.084237e-02,3.942542e-02,1.943086e-01,2.883239e-02,2.279705e-02,1.642219e-01,3.789270e-02,4.344748e-02,2.046848e-01,3.253668e-02,2.512163e-02,1.659126e-01,4.167239e-02,4.285092e-02,2.070262e-01,3.814059e-02,2.477882e-02
2.999780e+00,0.000000e+00,0.000000e+00,1.519866e-01,3.084224e-02,3.942509e-02,1.943083e-01,2.883017e-02,2.279686e-02,1.642214e-01,3.789227e-02,4.344763e-02,2.046846e-01,3.253275e-02,2.512171e-02,1.659128e-01,4.167224e-02,4.284992e-02,2.070261e-01,3.813512e-02,2.477824e-02
