t,h,hd,alpha,ad,Fy,Mz,W_gust,delta
2.80000000e-02,-6.47887598e-03,8.50402101e-04,-8.73587498e-04,7.80285907e-05,164.438472,-8.316636,0.198496,0.000000
2.81400000e-02,-6.47875671e-03,8.53412809e-04,-8.73576583e-04,7.78925209e-05,164.436152,-8.316374,0.200482,0.000000
2.84200000e-02,-6.47851692e-03,8.59366413e-04,-8.73554812e-04,7.76108810e-05,164.433788,-8.316108,0.204483,0.000000
2.87000000e-02,-6.47827547e-03,8.65229203e-04,-8.73533122e-04,7.73168558e-05,164.431380,-8.315837,0.208523,0.000000
2.89800000e-02,-6.47803240e-03,8.71025682e-04,-8.73511519e-04,7.69699321e-05,164.428928,-8.315561,0.212603,0.000000
2.92600000e-02,-6.47778770e-03,8.76800833e-04,-8.73490032e-04,7.65053608e-05,164.426430,-8.315281,0.216721,0.000000
2.95400000e-02,-6.47754140e-03,8.82471221e-04,-8.73468667e-04,7.61252394e-05,164.423885,-8.314996,0.220879,0.000000
2.98200000e-02,-6.47729352e-03,8.88047247e-04,-8.73447373e-04,7.60383049e-05,164.421294,-8.314707,0.225077,0.000000
3.01000000e-02,-6.47704409e-03,8.93589654e-04,-8.73426089e-04,7.59151640e-05,164.418656,-8.314414,0.229313,0.000000
3.03800000e-02,-6.47679311e-03,8.99110651e-04,-8.73404881e-04,7.56331582e-05,164.415971,-8.314116,0.233589,0.000000
3.06600000e-02,-6.47654060e-03,9.04521137e-04,-8.73383686e-04,7.58387264e-05,164.413237,-8.313813,0.237904,0.000000
3.09400000e-02,-6.47628659e-03,9.09832695e-04,-8.73362378e-04,7.63977881e-05,164.410455,-8.313506,0.242258,0.000000
3.12200000e-02,-6.47603110e-03,9.15082518e-04,-8.73340913e-04,7.68894115e-05,164.407624,-8.313194,0.246651,0.000000
3.15000000e-02,-6.47577415e-03,9.20260841e-04,-8.73319332e-04,7.72592902e-05,164.404745,-8.312878,0.251084,0.000000
3.16400000e-02,-6.47564513e-03,9.22934998e-04,-8.73308517e-04,7.72318050e-05,164.401816,-8.312556,0.253315,0.000000
3.19200000e-02,-6.47538597e-03,9.28210991e-04,-8.73286901e-04,7.71688969e-05,164.398838,-8.312230,0.257806,0.000000
3.22000000e-02,-6.47512534e-03,9.33390222e-04,-8.73265304e-04,7.70955607e-05,164.395811,-8.311898,0.262336,0.000000
3.24800000e-02,-6.47486327e-03,9.38483419e-04,-8.73243724e-04,7.70764413e-05,164.392734,-8.311561,0.266906,0.000000
3.27600000e-02,-6.47459979e-03,9.43523797e-04,-8.73222122e-04,7.72411240e-05,164.389609,-8.311219,0.271514,0.000000
3.30400000e-02,-6.47433490e-03,9.48548234e-04,-8.73200466e-04,7.74449370e-05,164.386433,-8.310870,0.276162,0.000000
3.33200000e-02,-6.47406862e-03,9.53456356e-04,-8.73178752e-04,7.76589680e-05,164.383209,-8.310516,0.280849,0.000000
3.36000000e-02,-6.47380097e-03,9.58278684e-04,-8.73156974e-04,7.79115895e-05,164.379935,-8.310156,0.285575,0.000000
3.38800000e-02,-6.47353199e-03,9.63059089e-04,-8.73135105e-04,7.83732573e-05,164.376613,-8.309790,0.290340,0.000000
3.41600000e-02,-6.47326167e-03,9.67734552e-04,-8.73113037e-04,7.92807485e-05,164.373241,-8.309417,0.295144,0.000000
3.44400000e-02,-6.47299006e-03,9.72372239e-04,-8.73090726e-04,8.00522864e-05,164.369821,-8.309037,0.299987,0.000000
3.47200000e-02,-6.47271715e-03,9.76983812e-04,-8.73068217e-04,8.07142313e-05,164.366352,-8.308651,0.304869,0.000000
3.50000000e-02,-6.47244295e-03,9.81531813e-04,-8.73045529e-04,8.13417215e-05,164.362834,-8.308257,0.309790,0.000000
3.51400000e-02,-6.47230537e-03,9.83891716e-04,-8.73034113e-04,8.17483161e-05,164.359268,-8.307857,0.312265,0.000000
3.54200000e-02,-6.47202923e-03,9.88535347e-04,-8.73011110e-04,8.25520092e-05,164.355654,-8.307448,0.317245,0.000000
3.57000000e-02,-6.47175180e-03,9.93077142e-04,-8.72987885e-04,8.33427717e-05,164.351990,-8.307033,0.322263,0.000000
3.59800000e-02,-6.47147312e-03,9.97525268e-04,-8.72964440e-04,8.41115198e-05,164.348278,-8.306609,0.327321,0.000000
3.62600000e-02,-6.47119319e-03,1.00189722e-03,-8.72940786e-04,8.48554443e-05,164.344518,-8.306178,0.332418,0.000000
3.65400000e-02,-6.47091206e-03,1.00618202e-03,-8.72916912e-04,8.56805455e-05,164.340708,-8.305738,0.337553,0.000000
3.68200000e-02,-6.47062973e-03,1.01045158e-03,-8.72892803e-04,8.65271837e-05,164.336849,-8.305290,0.342728,0.000000
3.71000000e-02,-6.47034621e-03,1.01471404e-03,-8.72868461e-04,8.73290316e-05,164.332941,-8.304834,0.347941,0.000000
3.73800000e-02,-6.47006150e-03,1.01891107e-03,-8.72843895e-04,8.82135052e-05,164.328982,-8.304369,0.353193,0.000000
3.76600000e-02,-6.46977563e-03,1.02296497e-03,-8.72819017e-04,8.95552025e-05,164.324973,-8.303896,0.358485,0.000000
