phase,kind,step,train_loss,valid_loss,wall_s
adam_r0,iter,67,0.006204018172192259,0.007994086483057557,575.6682221889496
adam_r0,iter,68,0.005889056179316857,0.007670305919419825,584.595538854599
adam_r0,iter,69,0.005604845837246146,0.007377901239081061,593.166864156723
adam_r0,iter,70,0.005359689283370951,0.00713224685156819,602.5937924385071
adam_r0,iter,71,0.005147728459219947,0.006928654107391757,611.5695905685425
adam_r0,iter,72,0.0049628174022862594,0.006756442617526393,620.7501237392426
adam_r0,iter,73,0.004787647989095273,0.0065919745576932046,629.6123778820038
adam_r0,iter,74,0.00460790796033734,0.006416667281009661,638.7073483467102
adam_r0,iter,75,0.004429888022531473,0.006236476831145658,646.807754278183
adam_r0,iter,76,0.004265155504830978,0.006066171829036086,655.7690985202789
adam_r0,iter,77,0.004113772228993661,0.00591007204611721,665.029896736145
adam_r0,iter,78,0.0039714224816158415,0.005766331114521568,674.0661728382111
adam_r0,iter,79,0.003837675486030123,0.005634252378498147,683.1107890605927
adam_r0,iter,80,0.003712863553867296,0.005512324553911296,692.5781941413879
adam_r0,iter,81,0.0035968495547508816,0.005398629166555505,701.3650615215302
adam_r0,iter,82,0.0034905027019566924,0.005293208170486516,710.4368813037872
adam_r0,iter,83,0.0033927942415902658,0.005195209232138512,718.5637383460999
adam_r0,iter,84,0.003299775943812175,0.005101423659149795,727.3897347450256
adam_r0,iter,85,0.0032097570233684345,0.0050109087511528705,736.3723840713501
adam_r0,iter,86,0.003125333191773236,0.00492668858903742,744.1291761398315
adam_r0,iter,87,0.0030482369019473876,0.004850598365551278,753.1647114753723
adam_r0,iter,88,0.002976500488816787,0.004780563555411893,762.1003143787384
adam_r0,iter,89,0.0029080457589826716,0.004714244287960141,770.3673882484436
adam_r0,iter,90,0.0028431590937265864,0.004651528920691999,779.5457458496094
adam_r0,iter,91,0.00278242827715545,0.004592529100567181,787.9117805957794
adam_r0,iter,92,0.002725089997078864,0.004536025307157017,796.2047166824341
adam_r0,iter,93,0.0026702480185596456,0.004480807242203399,804.4193317890167
adam_r0,iter,94,0.0026179325157171035,0.004426873994327268,813.7370250225067
adam_r0,iter,95,0.0025683531544475353,0.00437479020598491,822.0927379131317
adam_r0,iter,96,0.0025212313659777118,0.0043249853083485645,830.8381562232971
adam_r0,iter,97,0.0024762158122114803,0.004277957579282045,838.8062348365784
adam_r0,iter,98,0.0024331718287172958,0.004234241067898589,847.9496030807495
adam_r0,iter,99,0.002391916396433662,0.004193845939583853,857.0231349468231
adam_r0,iter,100,0.0023522539803662182,0.004156174727686707,865.986752986908
adam_r0,iter,101,0.0023142612232481285,0.0041204495650187115,874.8471536636353
adam_r0,iter,102,0.0022780616594956318,0.004085849703765984,883.7111265659332
adam_r0,iter,103,0.0022434138863517195,0.004051511467712752,892.6246516704559
adam_r0,iter,104,0.0022099127784601276,0.004016988599129824,901.7315390110016
adam_r0,iter,105,0.002177457964665734,0.003982710184575636,910.5295894145966
adam_r0,iter,106,0.0021461774278035994,0.0039496362429160044,918.8323013782501
adam_r0,iter,107,0.00211603815153393,0.003918467269842533,927.1202445030212
adam_r0,iter,108,0.0020868519700803436,0.0038893072851042894,935.3001029491425
